i,j,group_i,group_j,peak_lag_returns,peak_rho_returns,peak_lag_prices,peak_rho_prices,peak_lag_ofi,peak_rho_ofi
OXYGEN_SHAKE_EVENING_BREATH,SNACKPACK_PISTACHIO,oxygen_shake,snackpack,115,-0.01750147580053553,34,0.2860706915558411,190,-0.014798662740403546
OXYGEN_SHAKE_EVENING_BREATH,SNACKPACK_RASPBERRY,oxygen_shake,snackpack,47,-0.017119492850475784,180,-0.17072198666844382,190,0.017014549696786122
OXYGEN_SHAKE_EVENING_BREATH,SNACKPACK_STRAWBERRY,oxygen_shake,snackpack,115,-0.017116985176866887,0,0.040191078628684686,49,-0.01971360966354978
OXYGEN_SHAKE_EVENING_BREATH,SNACKPACK_VANILLA,oxygen_shake,snackpack,0,0.01554860750608591,200,-0.06493979437093049,135,0.015751785776597173
OXYGEN_SHAKE_EVENING_BREATH,TRANSLATOR_ASTRO_BLACK,oxygen_shake,translator,36,0.016230432831927256,200,0.04287427693752279,36,0.01676286931176039
OXYGEN_SHAKE_EVENING_BREATH,TRANSLATOR_ECLIPSE_CHARCOAL,oxygen_shake,translator,2,0.011126402434720925,0,-0.08145131601566057,41,0.015389600283863242
OXYGEN_SHAKE_EVENING_BREATH,TRANSLATOR_GRAPHITE_MIST,oxygen_shake,translator,26,0.013098660498558056,0,0.4738602292063505,19,0.01943572720252369
OXYGEN_SHAKE_EVENING_BREATH,TRANSLATOR_SPACE_GRAY,oxygen_shake,translator,36,-0.014311810887051532,0,0.3958929869484488,105,-0.013104834342005857
OXYGEN_SHAKE_EVENING_BREATH,TRANSLATOR_VOID_BLUE,oxygen_shake,translator,3,0.015288839699025511,0,-0.37656207041957096,26,-0.01470752428375806
OXYGEN_SHAKE_EVENING_BREATH,UV_VISOR_AMBER,oxygen_shake,uv_visor,0,0.015820512835574913,195,0.176104859099082,0,0.015992178800813536
OXYGEN_SHAKE_EVENING_BREATH,UV_VISOR_MAGENTA,oxygen_shake,uv_visor,145,-0.013967619604925435,0,-0.08180278631894637,6,-0.017586652299798878
OXYGEN_SHAKE_EVENING_BREATH,UV_VISOR_ORANGE,oxygen_shake,uv_visor,1,-0.021373273895013353,0,0.3534988342710992,70,-0.019046156396435008
OXYGEN_SHAKE_EVENING_BREATH,UV_VISOR_RED,oxygen_shake,uv_visor,135,-0.01630489721757569,65,0.05231828225939509,75,-0.02084692532545215
OXYGEN_SHAKE_EVENING_BREATH,UV_VISOR_YELLOW,oxygen_shake,uv_visor,24,0.015222907942786551,0,-0.1225247361203539,24,0.016993142598884122
OXYGEN_SHAKE_GARLIC,GALAXY_SOUNDS_BLACK_HOLES,oxygen_shake,galaxy_sounds,0,0.01613428155213625,0,0.6436612838000222,15,-0.017855443705720675
OXYGEN_SHAKE_GARLIC,GALAXY_SOUNDS_DARK_MATTER,oxygen_shake,galaxy_sounds,95,-0.016263675715368946,0,0.1651800950540178,95,-0.018941069458533924
OXYGEN_SHAKE_GARLIC,GALAXY_SOUNDS_PLANETARY_RINGS,oxygen_shake,galaxy_sounds,46,0.016037406447832633,0,-0.058657373086034435,175,-0.010738793126953255
OXYGEN_SHAKE_GARLIC,GALAXY_SOUNDS_SOLAR_FLAMES,oxygen_shake,galaxy_sounds,15,-0.015306297301850083,0,0.4165230138945186,3,0.016471488348343243
OXYGEN_SHAKE_GARLIC,GALAXY_SOUNDS_SOLAR_WINDS,oxygen_shake,galaxy_sounds,34,-0.016065867015685267,0,-0.10370453031221666,22,-0.01491984266923378
OXYGEN_SHAKE_GARLIC,MICROCHIP_CIRCLE,oxygen_shake,microchip,7,-0.01761303170713269,175,0.05362226186350164,23,-0.016417303272798806
OXYGEN_SHAKE_GARLIC,MICROCHIP_OVAL,oxygen_shake,microchip,3,0.014602085700302867,160,-0.43696573243981063,25,-0.01466922743853392
OXYGEN_SHAKE_GARLIC,MICROCHIP_RECTANGLE,oxygen_shake,microchip,10,-0.014892335316702887,200,-0.1254386166742804,80,0.015547539827741182
OXYGEN_SHAKE_GARLIC,MICROCHIP_SQUARE,oxygen_shake,microchip,4,0.016278456250219717,200,0.19017831406255437,45,-0.01847127329160009
OXYGEN_SHAKE_GARLIC,MICROCHIP_TRIANGLE,oxygen_shake,microchip,39,0.014266450745730888,200,-0.16506705510405148,160,0.01240061972744858
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE_CHOCOLATE,oxygen_shake,oxygen_shake,33,-0.014286061816877629,0,0.2812742850667978,38,-0.016307728115769915
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE_EVENING_BREATH,oxygen_shake,oxygen_shake,1,-0.016869260433684207,13,-0.43920873329877025,120,-0.014341671831971171
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE_MINT,oxygen_shake,oxygen_shake,7,0.016578250022647827,200,-0.07760117929218702,7,0.019650032333809773
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE_MORNING_BREATH,oxygen_shake,oxygen_shake,18,0.0142559028486232,200,-0.127886585143758,9,-0.0156110632989642
OXYGEN_SHAKE_GARLIC,PANEL_1X2,oxygen_shake,panel,30,0.021004808546959384,55,0.10148935282239258,165,-0.013221089627667272
OXYGEN_SHAKE_GARLIC,PANEL_1X4,oxygen_shake,panel,48,-0.019193183416359602,0,0.16413009631961512,32,-0.015447487233541909
OXYGEN_SHAKE_GARLIC,PANEL_2X2,oxygen_shake,panel,50,0.012316113633052813,200,-0.00677547617355138,36,-0.014154870277330525
OXYGEN_SHAKE_GARLIC,PANEL_2X4,oxygen_shake,panel,2,0.015070385078606398,0,0.45403437609603997,140,-0.023423024891577465
OXYGEN_SHAKE_GARLIC,PANEL_4X4,oxygen_shake,panel,160,0.01701593874829069,0,-0.25350032364740854,1,0.015548096631801095
OXYGEN_SHAKE_GARLIC,PEBBLES_L,oxygen_shake,pebbles,135,0.015477812027028059,0,-0.1526951897428687,135,0.021845033694906396
OXYGEN_SHAKE_GARLIC,PEBBLES_M,oxygen_shake,pebbles,185,-0.014482163417727229,0,0.04834244068796817,185,-0.01417621762329698
OXYGEN_SHAKE_GARLIC,PEBBLES_S,oxygen_shake,pebbles,25,-0.013770604113366029,0,-0.5312352738283243,25,-0.017720732436755652
OXYGEN_SHAKE_GARLIC,PEBBLES_XL,oxygen_shake,pebbles,120,-0.015379615390525922,200,0.40735279660838986,31,0.012173421837128759
OXYGEN_SHAKE_GARLIC,PEBBLES_XS,oxygen_shake,pebbles,46,-0.02083577553251695,75,-0.5511147437041296,50,-0.014445172039950117
OXYGEN_SHAKE_GARLIC,ROBOT_DISHES,oxygen_shake,robot,190,-0.013679030613855314,0,0.1933493491767532,7,-0.0167672162338388
OXYGEN_SHAKE_GARLIC,ROBOT_IRONING,oxygen_shake,robot,44,0.014859358216212865,0,-0.5883524931509932,16,-0.01664620366075623
OXYGEN_SHAKE_GARLIC,ROBOT_LAUNDRY,oxygen_shake,robot,125,0.012572015689782603,0,0.2515084045122061,15,-0.013617890268403128
OXYGEN_SHAKE_GARLIC,ROBOT_MOPPING,oxygen_shake,robot,1,-0.01354532710635585,200,0.02979532432981293,14,-0.014309410123239297
OXYGEN_SHAKE_GARLIC,ROBOT_VACUUMING,oxygen_shake,robot,38,0.015460900690676516,0,0.030268895354340426,155,0.013450395052448105
OXYGEN_SHAKE_GARLIC,SLEEP_POD_COTTON,oxygen_shake,sleep_pod,195,0.016878242847497633,195,0.16718034399189471,195,0.01932244394590151
OXYGEN_SHAKE_GARLIC,SLEEP_POD_LAMB_WOOL,oxygen_shake,sleep_pod,1,-0.014539656490390587,200,0.13031492266925718,42,-0.0128258477870608
OXYGEN_SHAKE_GARLIC,SLEEP_POD_NYLON,oxygen_shake,sleep_pod,43,0.014961337984135311,200,0.007854303274790753,160,-0.01591659964820098
OXYGEN_SHAKE_GARLIC,SLEEP_POD_POLYESTER,oxygen_shake,sleep_pod,0,0.01730519367697389,0,0.14175529426777103,2,-0.013469536889261608
OXYGEN_SHAKE_GARLIC,SLEEP_POD_SUEDE,oxygen_shake,sleep_pod,115,-0.01541247646364527,200,-0.08215974688656738,18,0.023129104262025416
OXYGEN_SHAKE_GARLIC,SNACKPACK_CHOCOLATE,oxygen_shake,snackpack,0,0.01788744726677154,200,-0.29257309639237333,65,0.016981371678060405
OXYGEN_SHAKE_GARLIC,SNACKPACK_PISTACHIO,oxygen_shake,snackpack,185,-0.015543804076987022,0,-0.4564489629711219,185,-0.012990249845966523
OXYGEN_SHAKE_GARLIC,SNACKPACK_RASPBERRY,oxygen_shake,snackpack,0,0.01993726396121287,200,0.035132421314550966,17,-0.01101150610984729
OXYGEN_SHAKE_GARLIC,SNACKPACK_STRAWBERRY,oxygen_shake,snackpack,185,-0.012809399190121576,0,0.3272685127201785,195,-0.013001770569273171
OXYGEN_SHAKE_GARLIC,SNACKPACK_VANILLA,oxygen_shake,snackpack,75,0.014080678547251901,200,0.30620205290282093,65,-0.015275845296663407
OXYGEN_SHAKE_GARLIC,TRANSLATOR_ASTRO_BLACK,oxygen_shake,translator,135,0.012958943735653155,200,-0.18392032647716258,185,-0.013919244171447675
OXYGEN_SHAKE_GARLIC,TRANSLATOR_ECLIPSE_CHARCOAL,oxygen_shake,translator,10,0.014796375337119442,200,-0.2373625592796799,55,-0.01596036747260865
OXYGEN_SHAKE_GARLIC,TRANSLATOR_GRAPHITE_MIST,oxygen_shake,translator,145,-0.012445678275103933,0,-0.38569991732450576,20,0.01601271697501559
OXYGEN_SHAKE_GARLIC,TRANSLATOR_SPACE_GRAY,oxygen_shake,translator,7,0.013284842238913687,0,-0.4766520228684812,150,-0.014203792064869268
OXYGEN_SHAKE_GARLIC,TRANSLATOR_VOID_BLUE,oxygen_shake,translator,17,0.014053334573105111,200,0.34242582001666194,9,0.013297678754821546
OXYGEN_SHAKE_GARLIC,UV_VISOR_AMBER,oxygen_shake,uv_visor,120,0.012562092036975716,200,-0.4289194940365904,50,-0.015726595203996465
OXYGEN_SHAKE_GARLIC,UV_VISOR_MAGENTA,oxygen_shake,uv_visor,115,0.014498323271127512,200,0.12696940189726338,18,-0.014953437179461121
OXYGEN_SHAKE_GARLIC,UV_VISOR_ORANGE,oxygen_shake,uv_visor,26,0.01212724643364096,0,-0.478585386333056,40,-0.012267283203140777
OXYGEN_SHAKE_GARLIC,UV_VISOR_RED,oxygen_shake,uv_visor,130,0.01649365907168426,8,0.25588029106319293,120,0.01467432667022583
OXYGEN_SHAKE_GARLIC,UV_VISOR_YELLOW,oxygen_shake,uv_visor,12,0.01676891433335617,0,0.167203568633038,30,-0.014369864777227669
OXYGEN_SHAKE_MINT,GALAXY_SOUNDS_BLACK_HOLES,oxygen_shake,galaxy_sounds,44,-0.0115394394564302,0,-0.05148533072703306,20,0.012205467516986755
OXYGEN_SHAKE_MINT,GALAXY_SOUNDS_DARK_MATTER,oxygen_shake,galaxy_sounds,75,-0.014656513489427307,150,-0.23900500772844022,4,0.012236603450053783
OXYGEN_SHAKE_MINT,GALAXY_SOUNDS_PLANETARY_RINGS,oxygen_shake,galaxy_sounds,34,-0.016295949437429583,38,0.08209953514857886,8,-0.013251657151502769
OXYGEN_SHAKE_MINT,GALAXY_SOUNDS_SOLAR_FLAMES,oxygen_shake,galaxy_sounds,100,0.016307896433574456,200,0.1993044932533259,55,-0.021132972098222153
OXYGEN_SHAKE_MINT,GALAXY_SOUNDS_SOLAR_WINDS,oxygen_shake,galaxy_sounds,175,-0.015362890551828717,200,-0.12779815200083808,4,-0.015464095944315123
OXYGEN_SHAKE_MINT,MICROCHIP_CIRCLE,oxygen_shake,microchip,190,0.015560136538521946,200,0.33601211611095877,12,-0.011406706625457503
OXYGEN_SHAKE_MINT,MICROCHIP_OVAL,oxygen_shake,microchip,140,-0.01638354902780095,200,0.06442548829635208,31,0.01581693520547806
OXYGEN_SHAKE_MINT,MICROCHIP_RECTANGLE,oxygen_shake,microchip,33,0.013096683566424794,0,-0.14276520445827443,36,-0.015210872477434238
OXYGEN_SHAKE_MINT,MICROCHIP_SQUARE,oxygen_shake,microchip,18,0.01831390523202827,0,-0.19446500436064265,130,-0.013548889648618253
OXYGEN_SHAKE_MINT,MICROCHIP_TRIANGLE,oxygen_shake,microchip,75,-0.013713300120163974,200,-0.16037664803838372,5,0.013737608480895376
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_CHOCOLATE,oxygen_shake,oxygen_shake,160,-0.013285724833350812,200,0.14954185774672574,21,-0.014999976602844153
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_EVENING_BREATH,oxygen_shake,oxygen_shake,85,-0.015015933747268008,180,-0.205119053629251,45,0.012088974498672184
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_GARLIC,oxygen_shake,oxygen_shake,60,-0.019449778704564515,0,-0.061346579357701235,33,0.015644661891365392
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_MORNING_BREATH,oxygen_shake,oxygen_shake,115,0.015569482896224424,200,-0.023623486139874434,45,-0.018367667736211873
OXYGEN_SHAKE_MINT,PANEL_1X2,oxygen_shake,panel,150,-0.019655487098873818,200,0.03476093326373079,9,0.014717289403459352
OXYGEN_SHAKE_MINT,PANEL_1X4,oxygen_shake,panel,26,-0.01638416377105192,0,0.5250964447473884,195,-0.015280534148321529
OXYGEN_SHAKE_MINT,PANEL_2X2,oxygen_shake,panel,23,0.014428199485642001,0,0.43351351328673493,150,0.01870288268680256
OXYGEN_SHAKE_MINT,PANEL_2X4,oxygen_shake,panel,4,0.015524720914069158,200,0.1371942179144355,2,-0.01700726351446766
OXYGEN_SHAKE_MINT,PANEL_4X4,oxygen_shake,panel,185,0.01575136540512863,0,-0.24785307065949028,115,0.016648816674273464
OXYGEN_SHAKE_MINT,PEBBLES_L,oxygen_shake,pebbles,60,-0.013018377652477526,0,-0.43481462721432157,125,-0.01710385141831306
OXYGEN_SHAKE_MINT,PEBBLES_M,oxygen_shake,pebbles,10,0.014493512065931474,200,-0.06790473769095236,135,-0.014083553792643444
OXYGEN_SHAKE_MINT,PEBBLES_S,oxygen_shake,pebbles,60,-0.015791100920075636,200,-0.07643185556137867,100,0.014922625953598426
OXYGEN_SHAKE_MINT,PEBBLES_XL,oxygen_shake,pebbles,60,0.020514258569484783,200,0.3309634940748223,60,0.014144929451565258
OXYGEN_SHAKE_MINT,PEBBLES_XS,oxygen_shake,pebbles,41,-0.012822235373766805,200,-0.1436641531335453,13,-0.01691518364608044
OXYGEN_SHAKE_MINT,ROBOT_DISHES,oxygen_shake,robot,140,0.01899009920413147,46,0.37654805269388286,47,-0.01510943876776222
OXYGEN_SHAKE_MINT,ROBOT_IRONING,oxygen_shake,robot,190,0.016015301473841344,0,0.06562615961149439,190,0.014963960913741475
OXYGEN_SHAKE_MINT,ROBOT_LAUNDRY,oxygen_shake,robot,60,0.01760587155894502,60,0.14928623113670897,39,0.01290948571198545
OXYGEN_SHAKE_MINT,ROBOT_MOPPING,oxygen_shake,robot,24,0.013708227706108217,0,-0.34315037749388466,24,0.018518158112919614
OXYGEN_SHAKE_MINT,ROBOT_VACUUMING,oxygen_shake,robot,36,-0.013437909581454627,55,-0.10225228912758733,155,-0.014665557655404414
OXYGEN_SHAKE_MINT,SLEEP_POD_COTTON,oxygen_shake,sleep_pod,8,-0.01793059762595434,0,-0.2926556800726421,8,-0.015663645433552604
OXYGEN_SHAKE_MINT,SLEEP_POD_LAMB_WOOL,oxygen_shake,sleep_pod,155,-0.016763546013565615,200,-0.04140551230519818,95,0.01707944142546743
OXYGEN_SHAKE_MINT,SLEEP_POD_NYLON,oxygen_shake,sleep_pod,0,0.016080187986806185,49,0.10604167505440187,125,-0.013314824873182009
OXYGEN_SHAKE_MINT,SLEEP_POD_POLYESTER,oxygen_shake,sleep_pod,65,-0.015181474126672445,0,-0.25870692252618854,120,-0.019271335652308777
OXYGEN_SHAKE_MINT,SLEEP_POD_SUEDE,oxygen_shake,sleep_pod,42,-0.011553128136823354,0,0.18253425036015689,36,0.016373909145673004
OXYGEN_SHAKE_MINT,SNACKPACK_CHOCOLATE,oxygen_shake,snackpack,1,-0.017418156614912816,0,0.04833076614957055,2,-0.012457222595746704
OXYGEN_SHAKE_MINT,SNACKPACK_PISTACHIO,oxygen_shake,snackpack,0,0.015752753532951184,0,-0.14252255143883166,9,0.016328303692454842
OXYGEN_SHAKE_MINT,SNACKPACK_RASPBERRY,oxygen_shake,snackpack,0,0.016900896513390953,0,0.25592852485391454,90,0.016789720893965406
OXYGEN_SHAKE_MINT,SNACKPACK_STRAWBERRY,oxygen_shake,snackpack,40,0.01577879003746185,0,-0.04834488729663821,90,-0.015524933225823559
OXYGEN_SHAKE_MINT,SNACKPACK_VANILLA,oxygen_shake,snackpack,0,0.027896694844972092,200,0.05902110685057682,125,-0.011391221020882311
OXYGEN_SHAKE_MINT,TRANSLATOR_ASTRO_BLACK,oxygen_shake,translator,17,0.011128924613173266,0,-0.41361007513789927,200,-0.01501226012230584
OXYGEN_SHAKE_MINT,TRANSLATOR_ECLIPSE_CHARCOAL,oxygen_shake,translator,42,0.018402298994375434,200,0.08737060243617385,120,-0.01428878825251597
OXYGEN_SHAKE_MINT,TRANSLATOR_GRAPHITE_MIST,oxygen_shake,translator,42,-0.017235875363461124,200,-0.4764786505377381,9,0.01367387090467146
OXYGEN_SHAKE_MINT,TRANSLATOR_SPACE_GRAY,oxygen_shake,translator,20,0.01571082204900947,200,-0.12448480316442345,165,0.01605793158792138
OXYGEN_SHAKE_MINT,TRANSLATOR_VOID_BLUE,oxygen_shake,translator,50,-0.016244805935694884,200,0.23238509279997976,1,0.013691038159385376
OXYGEN_SHAKE_MINT,UV_VISOR_AMBER,oxygen_shake,uv_visor,49,-0.0159349469780579,195,-0.04903269720242126,135,-0.012891611546152329
OXYGEN_SHAKE_MINT,UV_VISOR_MAGENTA,oxygen_shake,uv_visor,23,-0.013717480471237276,200,-0.09647913892700237,19,-0.013839478015691601
OXYGEN_SHAKE_MINT,UV_VISOR_ORANGE,oxygen_shake,uv_visor,180,-0.016731046952928156,200,0.09643734823487031,26,0.016967309047255724
OXYGEN_SHAKE_MINT,UV_VISOR_RED,oxygen_shake,uv_visor,80,-0.013518729957916482,0,-0.051106306149840186,200,0.013698449120077845
OXYGEN_SHAKE_MINT,UV_VISOR_YELLOW,oxygen_shake,uv_visor,31,-0.013038284486975296,0,-0.2570255142996948,39,-0.013225466182098604
OXYGEN_SHAKE_MORNING_BREATH,GALAXY_SOUNDS_BLACK_HOLES,oxygen_shake,galaxy_sounds,115,-0.015232115618752144,0,0.20835082299472305,150,-0.014368585381530971
OXYGEN_SHAKE_MORNING_BREATH,GALAXY_SOUNDS_DARK_MATTER,oxygen_shake,galaxy_sounds,19,0.011215840652275504,200,-0.05258118734360251,4,0.014027047321409608
OXYGEN_SHAKE_MORNING_BREATH,GALAXY_SOUNDS_PLANETARY_RINGS,oxygen_shake,galaxy_sounds,1,-0.012930280912325266,200,-0.08960829508153334,35,-0.01436648153076405
OXYGEN_SHAKE_MORNING_BREATH,GALAXY_SOUNDS_SOLAR_FLAMES,oxygen_shake,galaxy_sounds,1,-0.016455216578245807,0,0.13086094394788525,1,-0.014077015051130603
OXYGEN_SHAKE_MORNING_BREATH,GALAXY_SOUNDS_SOLAR_WINDS,oxygen_shake,galaxy_sounds,170,-0.016050606382034135,0,-0.43809649628575226,43,0.016915221063199152
OXYGEN_SHAKE_MORNING_BREATH,MICROCHIP_CIRCLE,oxygen_shake,microchip,33,0.015641260975889654,0,0.11227111523705212,75,0.01388285298998688
OXYGEN_SHAKE_MORNING_BREATH,MICROCHIP_OVAL,oxygen_shake,microchip,45,0.01635596450255972,0,0.41169636555355016,45,0.016298039281909753
OXYGEN_SHAKE_MORNING_BREATH,MICROCHIP_RECTANGLE,oxygen_shake,microchip,31,0.016367072235519597,0,0.33667631987169716,70,-0.011264287385471231
OXYGEN_SHAKE_MORNING_BREATH,MICROCHIP_SQUARE,oxygen_shake,microchip,105,-0.01561779260089947,200,-0.15237132002951495,26,0.012025563174939996
OXYGEN_SHAKE_MORNING_BREATH,MICROCHIP_TRIANGLE,oxygen_shake,microchip,15,-0.018825194431129025,200,-0.06273789642314524,135,0.0170589062830719
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE_CHOCOLATE,oxygen_shake,oxygen_shake,90,0.014254436721029102,0,-0.09137577307924971,3,-0.020232345758337756
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE_EVENING_BREATH,oxygen_shake,oxygen_shake,5,-0.01825622633533865,0,-0.14190186895880577,22,-0.01393395126348417
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE_GARLIC,oxygen_shake,oxygen_shake,49,-0.017457220542152648,200,-0.11761407106625114,170,0.017814445175825293
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE_MINT,oxygen_shake,oxygen_shake,29,0.01686051938919256,100,0.019556948620164938,43,-0.016011987149812435
OXYGEN_SHAKE_MORNING_BREATH,PANEL_1X2,oxygen_shake,panel,95,-0.012405049230568987,0,-0.4363320716736199,26,0.014427270409541027
OXYGEN_SHAKE_MORNING_BREATH,PANEL_1X4,oxygen_shake,panel,39,0.01627649121145655,200,0.3838625174199946,47,0.011974597790008826
OXYGEN_SHAKE_MORNING_BREATH,PANEL_2X2,oxygen_shake,panel,34,-0.01453257397458553,2,-0.03980244615904687,15,-0.013217713308715871
OXYGEN_SHAKE_MORNING_BREATH,PANEL_2X4,oxygen_shake,panel,170,-0.014312795196092673,0,-0.22034187062571528,200,-0.016075164403187157
OXYGEN_SHAKE_MORNING_BREATH,PANEL_4X4,oxygen_shake,panel,125,0.013984431638517023,200,0.014311965583785058,18,0.012879535996859962
OXYGEN_SHAKE_MORNING_BREATH,PEBBLES_L,oxygen_shake,pebbles,85,0.015963943794847505,0,-0.16872457282531728,13,0.01686964998027418
OXYGEN_SHAKE_MORNING_BREATH,PEBBLES_M,oxygen_shake,pebbles,20,-0.013826888667129347,0,-0.5055262606637903,38,0.012615948899132394
OXYGEN_SHAKE_MORNING_BREATH,PEBBLES_S,oxygen_shake,pebbles,37,-0.014439300792021409,180,0.12418829105926144,165,-0.015123149471167783
OXYGEN_SHAKE_MORNING_BREATH,PEBBLES_XL,oxygen_shake,pebbles,125,-0.013951791443818825,0,0.12044068806821058,31,-0.01735270196859097
OXYGEN_SHAKE_MORNING_BREATH,PEBBLES_XS,oxygen_shake,pebbles,31,0.013556889350294471,200,0.3276969667592681,38,0.011040229539832892
OXYGEN_SHAKE_MORNING_BREATH,ROBOT_DISHES,oxygen_shake,robot,23,-0.015244432284965498,200,0.10267365191269952,95,-0.015990831556959212
OXYGEN_SHAKE_MORNING_BREATH,ROBOT_IRONING,oxygen_shake,robot,90,-0.016070760393742573,200,0.4681129207448658,55,-0.017053881070292272
OXYGEN_SHAKE_MORNING_BREATH,ROBOT_LAUNDRY,oxygen_shake,robot,145,-0.0207150339544365,180,0.20493309596168285,145,-0.020722793166953395
OXYGEN_SHAKE_MORNING_BREATH,ROBOT_MOPPING,oxygen_shake,robot,170,-0.0149250246399534,200,-0.09279279854082395,41,0.01537221035149868
OXYGEN_SHAKE_MORNING_BREATH,ROBOT_VACUUMING,oxygen_shake,robot,9,-0.015502432917317116,0,0.26090560849911243,100,-0.014225333888115135
OXYGEN_SHAKE_MORNING_BREATH,SLEEP_POD_COTTON,oxygen_shake,sleep_pod,44,-0.016237138100114314,0,-0.13867578978067352,28,0.01205415638174658
OXYGEN_SHAKE_MORNING_BREATH,SLEEP_POD_LAMB_WOOL,oxygen_shake,sleep_pod,180,0.015979294760437922,200,-0.19809951731652145,17,0.01152542538247677
OXYGEN_SHAKE_MORNING_BREATH,SLEEP_POD_NYLON,oxygen_shake,sleep_pod,42,-0.013745331196958263,0,-0.5020062002040855,3,0.014266936892468815
OXYGEN_SHAKE_MORNING_BREATH,SLEEP_POD_POLYESTER,oxygen_shake,sleep_pod,36,-0.018460695038864227,155,-0.010544454218807233,49,-0.014883796000729444
OXYGEN_SHAKE_MORNING_BREATH,SLEEP_POD_SUEDE,oxygen_shake,sleep_pod,75,-0.018833963187584356,200,-0.17230023128569263,75,-0.02122943340372105
OXYGEN_SHAKE_MORNING_BREATH,SNACKPACK_CHOCOLATE,oxygen_shake,snackpack,0,0.021810499075361502,200,0.15403971140714598,65,-0.015891599377726422
OXYGEN_SHAKE_MORNING_BREATH,SNACKPACK_PISTACHIO,oxygen_shake,snackpack,19,-0.020212886080776375,200,0.2125314755990173,19,-0.02178983250589341
OXYGEN_SHAKE_MORNING_BREATH,SNACKPACK_RASPBERRY,oxygen_shake,snackpack,19,0.02099343972417675,200,-0.05566592582671782,19,0.02210648196432147
OXYGEN_SHAKE_MORNING_BREATH,SNACKPACK_STRAWBERRY,oxygen_shake,snackpack,19,-0.02117499777217778,110,0.026765242793870794,19,-0.024104558297870917
OXYGEN_SHAKE_MORNING_BREATH,SNACKPACK_VANILLA,oxygen_shake,snackpack,42,-0.01756190627855553,200,-0.1663532560514564,14,-0.014009203725045778
OXYGEN_SHAKE_MORNING_BREATH,TRANSLATOR_ASTRO_BLACK,oxygen_shake,translator,41,-0.01399819301494252,0,0.17774368026166612,28,-0.014596753278748572
OXYGEN_SHAKE_MORNING_BREATH,TRANSLATOR_ECLIPSE_CHARCOAL,oxygen_shake,translator,48,-0.01654899815923275,0,0.3970545715195079,200,0.013083868856675585
OXYGEN_SHAKE_MORNING_BREATH,TRANSLATOR_GRAPHITE_MIST,oxygen_shake,translator,7,0.0134378123452334,0,-0.2132772055312959,75,0.015493741813102542
OXYGEN_SHAKE_MORNING_BREATH,TRANSLATOR_SPACE_GRAY,oxygen_shake,translator,26,-0.015003434590334623,0,-0.22375124390283005,16,-0.01480115656774513
OXYGEN_SHAKE_MORNING_BREATH,TRANSLATOR_VOID_BLUE,oxygen_shake,translator,35,-0.014519602069802096,0,0.23241049397658423,44,-0.01407773578259284
OXYGEN_SHAKE_MORNING_BREATH,UV_VISOR_AMBER,oxygen_shake,uv_visor,140,-0.011959227260339577,200,0.2951504161936007,1,0.013549128962556186
OXYGEN_SHAKE_MORNING_BREATH,UV_VISOR_MAGENTA,oxygen_shake,uv_visor,33,0.015759533289095334,200,0.06406819128009177,25,0.01803122521970231
OXYGEN_SHAKE_MORNING_BREATH,UV_VISOR_ORANGE,oxygen_shake,uv_visor,29,0.015962866361247566,0,0.012059487713538722,95,0.013251599242137502
OXYGEN_SHAKE_MORNING_BREATH,UV_VISOR_RED,oxygen_shake,uv_visor,100,0.01955578954778063,70,-0.15563131707445463,9,-0.01476274346802009
OXYGEN_SHAKE_MORNING_BREATH,UV_VISOR_YELLOW,oxygen_shake,uv_visor,43,-0.015643125090388697,200,0.10781677183022138,11,0.014255624869572802
PANEL_1X2,GALAXY_SOUNDS_BLACK_HOLES,panel,galaxy_sounds,90,0.02525109507532551,0,0.03547372137141521,90,0.01838813789012467
PANEL_1X2,GALAXY_SOUNDS_DARK_MATTER,panel,galaxy_sounds,115,-0.015967065193117896,0,-0.2605140595696378,26,0.016225306778224913
PANEL_1X2,GALAXY_SOUNDS_PLANETARY_RINGS,panel,galaxy_sounds,34,-0.011951172951704675,200,0.11030250219181553,4,0.01238201942943636
PANEL_1X2,GALAXY_SOUNDS_SOLAR_FLAMES,panel,galaxy_sounds,45,0.013997511269981546,0,-0.20424069660169122,55,0.012904018585173739
PANEL_1X2,GALAXY_SOUNDS_SOLAR_WINDS,panel,galaxy_sounds,22,0.018487081391161463,200,0.5495320526880162,65,0.013539020187766407
PANEL_1X2,MICROCHIP_CIRCLE,panel,microchip,50,0.01853434726238325,33,0.24125899349765081,18,0.011399820974567196
