i,j,lag,ic,abs_ic
GALAXY_SOUNDS_SOLAR_FLAMES,UV_VISOR_AMBER,50,-0.008149158848240018,0.008149158848240018
PANEL_4X4,UV_VISOR_AMBER,1,0.00016192567659605345,0.00016192567659605345
PANEL_4X4,UV_VISOR_AMBER,2,0.00023677912349384338,0.00023677912349384338
PANEL_4X4,UV_VISOR_AMBER,3,0.000223791447819644,0.000223791447819644
PANEL_4X4,UV_VISOR_AMBER,5,-0.0013055564503023098,0.0013055564503023098
PANEL_4X4,UV_VISOR_AMBER,10,0.0033368950228675996,0.0033368950228675996
PANEL_4X4,UV_VISOR_AMBER,20,0.00046940975978015015,0.00046940975978015015
PANEL_4X4,UV_VISOR_AMBER,50,-0.0033456249751149768,0.0033456249751149768
UV_VISOR_MAGENTA,UV_VISOR_RED,1,0.0031660900778140246,0.0031660900778140246
UV_VISOR_MAGENTA,UV_VISOR_RED,2,-0.00701010836839552,0.00701010836839552
UV_VISOR_MAGENTA,UV_VISOR_RED,3,-0.008700446182157158,0.008700446182157158
UV_VISOR_MAGENTA,UV_VISOR_RED,5,0.002830284766159125,0.002830284766159125
UV_VISOR_MAGENTA,UV_VISOR_RED,10,0.0009830963588331409,0.0009830963588331409
UV_VISOR_MAGENTA,UV_VISOR_RED,20,-0.001967079529981195,0.001967079529981195
UV_VISOR_MAGENTA,UV_VISOR_RED,50,-0.004516523710278086,0.004516523710278086
PEBBLES_XL,GALAXY_SOUNDS_PLANETARY_RINGS,1,0.004168440588008603,0.004168440588008603
PEBBLES_XL,GALAXY_SOUNDS_PLANETARY_RINGS,2,0.0040913310428906296,0.0040913310428906296
PEBBLES_XL,GALAXY_SOUNDS_PLANETARY_RINGS,3,-0.00018666894134331555,0.00018666894134331555
PEBBLES_XL,GALAXY_SOUNDS_PLANETARY_RINGS,5,0.010726355055869429,0.010726355055869429
PEBBLES_XL,GALAXY_SOUNDS_PLANETARY_RINGS,10,-0.001494100268350329,0.001494100268350329
PEBBLES_XL,GALAXY_SOUNDS_PLANETARY_RINGS,20,0.009273791266564023,0.009273791266564023
PEBBLES_XL,GALAXY_SOUNDS_PLANETARY_RINGS,50,-0.0034787745852954337,0.0034787745852954337
GALAXY_SOUNDS_BLACK_HOLES,SLEEP_POD_COTTON,1,0.007284476998274396,0.007284476998274396
GALAXY_SOUNDS_BLACK_HOLES,SLEEP_POD_COTTON,2,-0.003343684672111284,0.003343684672111284
GALAXY_SOUNDS_BLACK_HOLES,SLEEP_POD_COTTON,3,0.005293399972332381,0.005293399972332381
GALAXY_SOUNDS_BLACK_HOLES,SLEEP_POD_COTTON,5,0.004859525354819474,0.004859525354819474
GALAXY_SOUNDS_BLACK_HOLES,SLEEP_POD_COTTON,10,0.0006217580760924917,0.0006217580760924917
GALAXY_SOUNDS_BLACK_HOLES,SLEEP_POD_COTTON,20,-0.006310671286754724,0.006310671286754724
GALAXY_SOUNDS_BLACK_HOLES,SLEEP_POD_COTTON,50,0.0014245981372791258,0.0014245981372791258
PEBBLES_M,GALAXY_SOUNDS_SOLAR_WINDS,1,-0.003880523460445941,0.003880523460445941
PEBBLES_M,GALAXY_SOUNDS_SOLAR_WINDS,2,-0.011801306539315146,0.011801306539315146
PEBBLES_M,GALAXY_SOUNDS_SOLAR_WINDS,3,0.002719866120864804,0.002719866120864804
PEBBLES_M,GALAXY_SOUNDS_SOLAR_WINDS,5,0.0014046292419125832,0.0014046292419125832
PEBBLES_M,GALAXY_SOUNDS_SOLAR_WINDS,10,0.008345867988804783,0.008345867988804783
PEBBLES_M,GALAXY_SOUNDS_SOLAR_WINDS,20,-0.0004999786051145518,0.0004999786051145518
PEBBLES_M,GALAXY_SOUNDS_SOLAR_WINDS,50,0.005670157267004775,0.005670157267004775
OXYGEN_SHAKE_EVENING_BREATH,SLEEP_POD_SUEDE,1,-0.0008852449765082623,0.0008852449765082623
OXYGEN_SHAKE_EVENING_BREATH,SLEEP_POD_SUEDE,2,-0.006496090027383186,0.006496090027383186
OXYGEN_SHAKE_EVENING_BREATH,SLEEP_POD_SUEDE,3,-0.007867135074997497,0.007867135074997497
OXYGEN_SHAKE_EVENING_BREATH,SLEEP_POD_SUEDE,5,0.008965707907663911,0.008965707907663911
OXYGEN_SHAKE_EVENING_BREATH,SLEEP_POD_SUEDE,10,-0.00800196880725859,0.00800196880725859
OXYGEN_SHAKE_EVENING_BREATH,SLEEP_POD_SUEDE,20,0.0023012515316263127,0.0023012515316263127
OXYGEN_SHAKE_EVENING_BREATH,SLEEP_POD_SUEDE,50,0.00017114450531329688,0.00017114450531329688
ROBOT_VACUUMING,PANEL_1X2,1,0.004467725083845253,0.004467725083845253
ROBOT_VACUUMING,PANEL_1X2,2,0.005024576337289226,0.005024576337289226
ROBOT_VACUUMING,PANEL_1X2,3,-0.007873559943387457,0.007873559943387457
ROBOT_VACUUMING,PANEL_1X2,5,-0.0039633692568400375,0.0039633692568400375
ROBOT_VACUUMING,PANEL_1X2,10,-0.010888408842488278,0.010888408842488278
ROBOT_VACUUMING,PANEL_1X2,20,0.002110264932885114,0.002110264932885114
ROBOT_VACUUMING,PANEL_1X2,50,0.0095032519247854,0.0095032519247854
UV_VISOR_AMBER,UV_VISOR_YELLOW,1,0.0010608152955808522,0.0010608152955808522
UV_VISOR_AMBER,UV_VISOR_YELLOW,2,-0.005860557750415379,0.005860557750415379
UV_VISOR_AMBER,UV_VISOR_YELLOW,3,-0.00516186639719671,0.00516186639719671
UV_VISOR_AMBER,UV_VISOR_YELLOW,5,0.0062226065234797555,0.0062226065234797555
UV_VISOR_AMBER,UV_VISOR_YELLOW,10,0.0015519482407196342,0.0015519482407196342
UV_VISOR_AMBER,UV_VISOR_YELLOW,20,0.0031513672691630226,0.0031513672691630226
UV_VISOR_AMBER,UV_VISOR_YELLOW,50,-0.0061059382542555845,0.0061059382542555845
OXYGEN_SHAKE_MORNING_BREATH,SNACKPACK_RASPBERRY,1,-0.006853880277499019,0.006853880277499019
OXYGEN_SHAKE_MORNING_BREATH,SNACKPACK_RASPBERRY,2,0.006891207247894194,0.006891207247894194
OXYGEN_SHAKE_MORNING_BREATH,SNACKPACK_RASPBERRY,3,0.000449595110159818,0.000449595110159818
OXYGEN_SHAKE_MORNING_BREATH,SNACKPACK_RASPBERRY,5,0.005046648234455168,0.005046648234455168
OXYGEN_SHAKE_MORNING_BREATH,SNACKPACK_RASPBERRY,10,0.0007996018419292369,0.0007996018419292369
OXYGEN_SHAKE_MORNING_BREATH,SNACKPACK_RASPBERRY,20,-0.0076264808266805735,0.0076264808266805735
OXYGEN_SHAKE_MORNING_BREATH,SNACKPACK_RASPBERRY,50,-0.0035044146354003655,0.0035044146354003655
GALAXY_SOUNDS_PLANETARY_RINGS,PANEL_2X4,1,0.011273101299737133,0.011273101299737133
GALAXY_SOUNDS_PLANETARY_RINGS,PANEL_2X4,2,-0.002329316211195123,0.002329316211195123
GALAXY_SOUNDS_PLANETARY_RINGS,PANEL_2X4,3,0.0045879963890977935,0.0045879963890977935
GALAXY_SOUNDS_PLANETARY_RINGS,PANEL_2X4,5,-0.0015484695078455924,0.0015484695078455924
GALAXY_SOUNDS_PLANETARY_RINGS,PANEL_2X4,10,-0.007183278259758342,0.007183278259758342
GALAXY_SOUNDS_PLANETARY_RINGS,PANEL_2X4,20,0.005266518787480458,0.005266518787480458
GALAXY_SOUNDS_PLANETARY_RINGS,PANEL_2X4,50,0.0003697415258328354,0.0003697415258328354
UV_VISOR_MAGENTA,GALAXY_SOUNDS_SOLAR_WINDS,1,0.012866688890321646,0.012866688890321646
UV_VISOR_MAGENTA,GALAXY_SOUNDS_SOLAR_WINDS,2,-0.006179396394520126,0.006179396394520126
UV_VISOR_MAGENTA,GALAXY_SOUNDS_SOLAR_WINDS,3,0.0010837424513847084,0.0010837424513847084
UV_VISOR_MAGENTA,GALAXY_SOUNDS_SOLAR_WINDS,5,-0.004082869493161297,0.004082869493161297
UV_VISOR_MAGENTA,GALAXY_SOUNDS_SOLAR_WINDS,10,-0.000559531755878156,0.000559531755878156
UV_VISOR_MAGENTA,GALAXY_SOUNDS_SOLAR_WINDS,20,0.011227886326060055,0.011227886326060055
UV_VISOR_MAGENTA,GALAXY_SOUNDS_SOLAR_WINDS,50,-0.003416355068842783,0.003416355068842783
OXYGEN_SHAKE_GARLIC,PEBBLES_L,1,3.2102002717821335e-05,3.2102002717821335e-05
OXYGEN_SHAKE_GARLIC,PEBBLES_L,2,-0.005347342580948111,0.005347342580948111
OXYGEN_SHAKE_GARLIC,PEBBLES_L,3,0.0007988695951537447,0.0007988695951537447
OXYGEN_SHAKE_GARLIC,PEBBLES_L,5,0.0010363620151064852,0.0010363620151064852
OXYGEN_SHAKE_GARLIC,PEBBLES_L,10,-0.00405713049292212,0.00405713049292212
OXYGEN_SHAKE_GARLIC,PEBBLES_L,20,0.0036606837512531127,0.0036606837512531127
OXYGEN_SHAKE_GARLIC,PEBBLES_L,50,0.017270297153583598,0.017270297153583598
OXYGEN_SHAKE_MORNING_BREATH,SNACKPACK_PISTACHIO,1,0.007713615678650574,0.007713615678650574
OXYGEN_SHAKE_MORNING_BREATH,SNACKPACK_PISTACHIO,2,-0.006560626119144646,0.006560626119144646
OXYGEN_SHAKE_MORNING_BREATH,SNACKPACK_PISTACHIO,3,-0.0020610247583979476,0.0020610247583979476
OXYGEN_SHAKE_MORNING_BREATH,SNACKPACK_PISTACHIO,5,0.0005544657028732175,0.0005544657028732175
OXYGEN_SHAKE_MORNING_BREATH,SNACKPACK_PISTACHIO,10,0.004399976367418184,0.004399976367418184
OXYGEN_SHAKE_MORNING_BREATH,SNACKPACK_PISTACHIO,20,0.005355037941772417,0.005355037941772417
OXYGEN_SHAKE_MORNING_BREATH,SNACKPACK_PISTACHIO,50,0.004020832288142162,0.004020832288142162
UV_VISOR_ORANGE,PEBBLES_M,1,-0.008842330029842435,0.008842330029842435
UV_VISOR_ORANGE,PEBBLES_M,2,0.0011456585018633988,0.0011456585018633988
UV_VISOR_ORANGE,PEBBLES_M,3,0.0071073336438743405,0.0071073336438743405
UV_VISOR_ORANGE,PEBBLES_M,5,0.0022107578495162207,0.0022107578495162207
UV_VISOR_ORANGE,PEBBLES_M,10,-0.0048777726407509625,0.0048777726407509625
UV_VISOR_ORANGE,PEBBLES_M,20,-0.0032058934385181294,0.0032058934385181294
UV_VISOR_ORANGE,PEBBLES_M,50,-0.0026360598598509644,0.0026360598598509644
MICROCHIP_OVAL,TRANSLATOR_ASTRO_BLACK,1,-0.0049620704182885035,0.0049620704182885035
MICROCHIP_OVAL,TRANSLATOR_ASTRO_BLACK,2,0.002633875057032015,0.002633875057032015
MICROCHIP_OVAL,TRANSLATOR_ASTRO_BLACK,3,-0.0008185740366037526,0.0008185740366037526
MICROCHIP_OVAL,TRANSLATOR_ASTRO_BLACK,5,0.006889879370356026,0.006889879370356026
MICROCHIP_OVAL,TRANSLATOR_ASTRO_BLACK,10,0.0019872563900158904,0.0019872563900158904
MICROCHIP_OVAL,TRANSLATOR_ASTRO_BLACK,20,-0.000749503549996333,0.000749503549996333
MICROCHIP_OVAL,TRANSLATOR_ASTRO_BLACK,50,-0.00990009219619614,0.00990009219619614
UV_VISOR_MAGENTA,PANEL_1X4,1,0.008287312852494084,0.008287312852494084
UV_VISOR_MAGENTA,PANEL_1X4,2,-0.001019880081156805,0.001019880081156805
UV_VISOR_MAGENTA,PANEL_1X4,3,0.006983088378252243,0.006983088378252243
UV_VISOR_MAGENTA,PANEL_1X4,5,-0.003938162436720427,0.003938162436720427
UV_VISOR_MAGENTA,PANEL_1X4,10,0.0026404209547329477,0.0026404209547329477
UV_VISOR_MAGENTA,PANEL_1X4,20,0.002313943795176463,0.002313943795176463
UV_VISOR_MAGENTA,PANEL_1X4,50,-0.0023673530644468944,0.0023673530644468944
ROBOT_IRONING,OXYGEN_SHAKE_MORNING_BREATH,1,-0.007262071902322011,0.007262071902322011
ROBOT_IRONING,OXYGEN_SHAKE_MORNING_BREATH,2,0.0051135697140387735,0.0051135697140387735
ROBOT_IRONING,OXYGEN_SHAKE_MORNING_BREATH,3,-0.010805168356434488,0.010805168356434488
ROBOT_IRONING,OXYGEN_SHAKE_MORNING_BREATH,5,-0.004398778226294298,0.004398778226294298
ROBOT_IRONING,OXYGEN_SHAKE_MORNING_BREATH,10,-0.0017140846110292362,0.0017140846110292362
ROBOT_IRONING,OXYGEN_SHAKE_MORNING_BREATH,20,-0.000440485497340871,0.000440485497340871
ROBOT_IRONING,OXYGEN_SHAKE_MORNING_BREATH,50,0.007318244567546099,0.007318244567546099
TRANSLATOR_ECLIPSE_CHARCOAL,ROBOT_IRONING,1,0.0076686443042377934,0.0076686443042377934
TRANSLATOR_ECLIPSE_CHARCOAL,ROBOT_IRONING,2,0.007267867511214423,0.007267867511214423
TRANSLATOR_ECLIPSE_CHARCOAL,ROBOT_IRONING,3,0.0035119931109583065,0.0035119931109583065
TRANSLATOR_ECLIPSE_CHARCOAL,ROBOT_IRONING,5,0.0023813647017612394,0.0023813647017612394
TRANSLATOR_ECLIPSE_CHARCOAL,ROBOT_IRONING,10,0.00014712204471420352,0.00014712204471420352
TRANSLATOR_ECLIPSE_CHARCOAL,ROBOT_IRONING,20,0.004915388677413553,0.004915388677413553
TRANSLATOR_ECLIPSE_CHARCOAL,ROBOT_IRONING,50,0.00560643592590646,0.00560643592590646
GALAXY_SOUNDS_PLANETARY_RINGS,PEBBLES_XS,1,-0.0033816377655406225,0.0033816377655406225
GALAXY_SOUNDS_PLANETARY_RINGS,PEBBLES_XS,2,-0.000177742638140496,0.000177742638140496
GALAXY_SOUNDS_PLANETARY_RINGS,PEBBLES_XS,3,-0.002142275955532637,0.002142275955532637
GALAXY_SOUNDS_PLANETARY_RINGS,PEBBLES_XS,5,-0.011834295407565096,0.011834295407565096
GALAXY_SOUNDS_PLANETARY_RINGS,PEBBLES_XS,10,0.004664921040646755,0.004664921040646755
GALAXY_SOUNDS_PLANETARY_RINGS,PEBBLES_XS,20,-0.0008675844944619652,0.0008675844944619652
GALAXY_SOUNDS_PLANETARY_RINGS,PEBBLES_XS,50,-0.003822085112798119,0.003822085112798119
MICROCHIP_TRIANGLE,MICROCHIP_SQUARE,1,0.008202872386541042,0.008202872386541042
MICROCHIP_TRIANGLE,MICROCHIP_SQUARE,2,0.012769728923102679,0.012769728923102679
MICROCHIP_TRIANGLE,MICROCHIP_SQUARE,3,0.005941396008104911,0.005941396008104911
MICROCHIP_TRIANGLE,MICROCHIP_SQUARE,5,0.006119342623936225,0.006119342623936225
MICROCHIP_TRIANGLE,MICROCHIP_SQUARE,10,-0.008797922869214858,0.008797922869214858
MICROCHIP_TRIANGLE,MICROCHIP_SQUARE,20,0.005485027003594221,0.005485027003594221
MICROCHIP_TRIANGLE,MICROCHIP_SQUARE,50,-0.001436558286401283,0.001436558286401283
MICROCHIP_RECTANGLE,TRANSLATOR_SPACE_GRAY,1,0.0039529071796358,0.0039529071796358
MICROCHIP_RECTANGLE,TRANSLATOR_SPACE_GRAY,2,-0.0032122732715230717,0.0032122732715230717
MICROCHIP_RECTANGLE,TRANSLATOR_SPACE_GRAY,3,-0.0007746206892132065,0.0007746206892132065
MICROCHIP_RECTANGLE,TRANSLATOR_SPACE_GRAY,5,0.0008495693151372162,0.0008495693151372162
MICROCHIP_RECTANGLE,TRANSLATOR_SPACE_GRAY,10,-0.00852735171312114,0.00852735171312114
MICROCHIP_RECTANGLE,TRANSLATOR_SPACE_GRAY,20,-0.010239321688905454,0.010239321688905454
MICROCHIP_RECTANGLE,TRANSLATOR_SPACE_GRAY,50,0.0006971124529061377,0.0006971124529061377
