day,product,column,n_nan
3,TRANSLATOR_ASTRO_BLACK,bid_volume_2,968
3,TRANSLATOR_ASTRO_BLACK,bid_price_3,9861
3,TRANSLATOR_ASTRO_BLACK,bid_volume_3,9861
3,TRANSLATOR_ASTRO_BLACK,ask_price_2,966
3,TRANSLATOR_ASTRO_BLACK,ask_volume_2,966
3,TRANSLATOR_ASTRO_BLACK,ask_price_3,9846
3,TRANSLATOR_ASTRO_BLACK,ask_volume_3,9846
3,TRANSLATOR_ECLIPSE_CHARCOAL,bid_price_2,136
3,TRANSLATOR_ECLIPSE_CHARCOAL,bid_volume_2,136
3,TRANSLATOR_ECLIPSE_CHARCOAL,bid_price_3,9839
3,TRANSLATOR_ECLIPSE_CHARCOAL,bid_volume_3,9839
3,TRANSLATOR_ECLIPSE_CHARCOAL,ask_price_2,118
3,TRANSLATOR_ECLIPSE_CHARCOAL,ask_volume_2,118
3,TRANSLATOR_ECLIPSE_CHARCOAL,ask_price_3,9825
3,TRANSLATOR_ECLIPSE_CHARCOAL,ask_volume_3,9825
3,TRANSLATOR_GRAPHITE_MIST,bid_price_2,153
3,TRANSLATOR_GRAPHITE_MIST,bid_volume_2,153
3,TRANSLATOR_GRAPHITE_MIST,bid_price_3,9840
3,TRANSLATOR_GRAPHITE_MIST,bid_volume_3,9840
3,TRANSLATOR_GRAPHITE_MIST,ask_price_2,145
3,TRANSLATOR_GRAPHITE_MIST,ask_volume_2,145
3,TRANSLATOR_GRAPHITE_MIST,ask_price_3,9825
3,TRANSLATOR_GRAPHITE_MIST,ask_volume_3,9825
3,TRANSLATOR_SPACE_GRAY,bid_price_2,401
3,TRANSLATOR_SPACE_GRAY,bid_volume_2,401
3,TRANSLATOR_SPACE_GRAY,bid_price_3,9843
3,TRANSLATOR_SPACE_GRAY,bid_volume_3,9843
3,TRANSLATOR_SPACE_GRAY,ask_price_2,405
3,TRANSLATOR_SPACE_GRAY,ask_volume_2,405
3,TRANSLATOR_SPACE_GRAY,ask_price_3,9830
3,TRANSLATOR_SPACE_GRAY,ask_volume_3,9830
3,TRANSLATOR_VOID_BLUE,bid_price_3,9839
3,TRANSLATOR_VOID_BLUE,bid_volume_3,9839
3,TRANSLATOR_VOID_BLUE,ask_price_3,9825
3,TRANSLATOR_VOID_BLUE,ask_volume_3,9825
3,UV_VISOR_AMBER,bid_price_3,9839
3,UV_VISOR_AMBER,bid_volume_3,9839
3,UV_VISOR_AMBER,ask_price_3,9825
3,UV_VISOR_AMBER,ask_volume_3,9825
3,UV_VISOR_MAGENTA,bid_price_3,9839
3,UV_VISOR_MAGENTA,bid_volume_3,9839
3,UV_VISOR_MAGENTA,ask_price_3,9825
3,UV_VISOR_MAGENTA,ask_volume_3,9825
3,UV_VISOR_ORANGE,bid_price_3,9839
3,UV_VISOR_ORANGE,bid_volume_3,9839
3,UV_VISOR_ORANGE,ask_price_3,9825
3,UV_VISOR_ORANGE,ask_volume_3,9825
3,UV_VISOR_RED,bid_price_3,9839
3,UV_VISOR_RED,bid_volume_3,9839
3,UV_VISOR_RED,ask_price_3,9825
3,UV_VISOR_RED,ask_volume_3,9825
3,UV_VISOR_YELLOW,bid_price_3,9839
3,UV_VISOR_YELLOW,bid_volume_3,9839
3,UV_VISOR_YELLOW,ask_price_3,9825
3,UV_VISOR_YELLOW,ask_volume_3,9825
4,GALAXY_SOUNDS_BLACK_HOLES,bid_price_3,9822
4,GALAXY_SOUNDS_BLACK_HOLES,bid_volume_3,9822
4,GALAXY_SOUNDS_BLACK_HOLES,ask_price_3,9828
4,GALAXY_SOUNDS_BLACK_HOLES,ask_volume_3,9828
4,GALAXY_SOUNDS_DARK_MATTER,bid_price_3,9822
4,GALAXY_SOUNDS_DARK_MATTER,bid_volume_3,9822
4,GALAXY_SOUNDS_DARK_MATTER,ask_price_3,9828
4,GALAXY_SOUNDS_DARK_MATTER,ask_volume_3,9828
4,GALAXY_SOUNDS_PLANETARY_RINGS,bid_price_3,9822
4,GALAXY_SOUNDS_PLANETARY_RINGS,bid_volume_3,9822
4,GALAXY_SOUNDS_PLANETARY_RINGS,ask_price_3,9828
4,GALAXY_SOUNDS_PLANETARY_RINGS,ask_volume_3,9828
4,GALAXY_SOUNDS_SOLAR_FLAMES,bid_price_3,9822
4,GALAXY_SOUNDS_SOLAR_FLAMES,bid_volume_3,9822
4,GALAXY_SOUNDS_SOLAR_FLAMES,ask_price_3,9828
4,GALAXY_SOUNDS_SOLAR_FLAMES,ask_volume_3,9828
4,GALAXY_SOUNDS_SOLAR_WINDS,bid_price_3,9822
4,GALAXY_SOUNDS_SOLAR_WINDS,bid_volume_3,9822
4,GALAXY_SOUNDS_SOLAR_WINDS,ask_price_3,9828
4,GALAXY_SOUNDS_SOLAR_WINDS,ask_volume_3,9828
4,MICROCHIP_CIRCLE,bid_price_2,565
4,MICROCHIP_CIRCLE,bid_volume_2,565
4,MICROCHIP_CIRCLE,bid_price_3,9879
4,MICROCHIP_CIRCLE,bid_volume_3,9879
4,MICROCHIP_CIRCLE,ask_price_2,525
4,MICROCHIP_CIRCLE,ask_volume_2,525
4,MICROCHIP_CIRCLE,ask_price_3,9870
4,MICROCHIP_CIRCLE,ask_volume_3,9870
4,MICROCHIP_OVAL,bid_price_2,3817
4,MICROCHIP_OVAL,bid_volume_2,3817
4,MICROCHIP_OVAL,bid_price_3,9919
4,MICROCHIP_OVAL,bid_volume_3,9919
4,MICROCHIP_OVAL,ask_price_2,3721
4,MICROCHIP_OVAL,ask_volume_2,3721
4,MICROCHIP_OVAL,ask_price_3,9917
4,MICROCHIP_OVAL,ask_volume_3,9917
4,MICROCHIP_RECTANGLE,bid_price_2,1723
4,MICROCHIP_RECTANGLE,bid_volume_2,1723
4,MICROCHIP_RECTANGLE,bid_price_3,9901
4,MICROCHIP_RECTANGLE,bid_volume_3,9901
4,MICROCHIP_RECTANGLE,ask_price_2,1685
4,MICROCHIP_RECTANGLE,ask_volume_2,1685
4,MICROCHIP_RECTANGLE,ask_price_3,9882
4,MICROCHIP_RECTANGLE,ask_volume_3,9882
4,MICROCHIP_SQUARE,bid_price_3,9875
4,MICROCHIP_SQUARE,bid_volume_3,9875
4,MICROCHIP_SQUARE,ask_price_3,9859
4,MICROCHIP_SQUARE,ask_volume_3,9859
4,MICROCHIP_TRIANGLE,bid_price_2,1362
4,MICROCHIP_TRIANGLE,bid_volume_2,1362
4,MICROCHIP_TRIANGLE,bid_price_3,9897
4,MICROCHIP_TRIANGLE,bid_volume_3,9897
4,MICROCHIP_TRIANGLE,ask_price_2,1347
4,MICROCHIP_TRIANGLE,ask_volume_2,1347
4,MICROCHIP_TRIANGLE,ask_price_3,9872
4,MICROCHIP_TRIANGLE,ask_volume_3,9872
4,OXYGEN_SHAKE_CHOCOLATE,bid_price_3,9822
4,OXYGEN_SHAKE_CHOCOLATE,bid_volume_3,9822
4,OXYGEN_SHAKE_CHOCOLATE,ask_price_3,9828
4,OXYGEN_SHAKE_CHOCOLATE,ask_volume_3,9828
4,OXYGEN_SHAKE_EVENING_BREATH,bid_price_3,9822
4,OXYGEN_SHAKE_EVENING_BREATH,bid_volume_3,9822
4,OXYGEN_SHAKE_EVENING_BREATH,ask_price_3,9828
4,OXYGEN_SHAKE_EVENING_BREATH,ask_volume_3,9828
4,OXYGEN_SHAKE_GARLIC,bid_price_3,9822
4,OXYGEN_SHAKE_GARLIC,bid_volume_3,9822
4,OXYGEN_SHAKE_GARLIC,ask_price_3,9828
4,OXYGEN_SHAKE_GARLIC,ask_volume_3,9828
4,OXYGEN_SHAKE_MINT,bid_price_3,9822
4,OXYGEN_SHAKE_MINT,bid_volume_3,9822
4,OXYGEN_SHAKE_MINT,ask_price_3,9828
4,OXYGEN_SHAKE_MINT,ask_volume_3,9828
4,OXYGEN_SHAKE_MORNING_BREATH,bid_price_3,9822
4,OXYGEN_SHAKE_MORNING_BREATH,bid_volume_3,9822
4,OXYGEN_SHAKE_MORNING_BREATH,ask_price_3,9828
4,OXYGEN_SHAKE_MORNING_BREATH,ask_volume_3,9828
4,PANEL_1X2,bid_price_3,9822
4,PANEL_1X2,bid_volume_3,9822
4,PANEL_1X2,ask_price_3,9828
4,PANEL_1X2,ask_volume_3,9828
4,PANEL_1X4,bid_price_2,1405
4,PANEL_1X4,bid_volume_2,1405
4,PANEL_1X4,bid_price_3,9843
4,PANEL_1X4,bid_volume_3,9843
4,PANEL_1X4,ask_price_2,1503
4,PANEL_1X4,ask_volume_2,1503
4,PANEL_1X4,ask_price_3,9851
4,PANEL_1X4,ask_volume_3,9851
4,PANEL_2X2,bid_price_2,1245
4,PANEL_2X2,bid_volume_2,1245
4,PANEL_2X2,bid_price_3,9842
4,PANEL_2X2,bid_volume_3,9842
4,PANEL_2X2,ask_price_2,1205
4,PANEL_2X2,ask_volume_2,1205
4,PANEL_2X2,ask_price_3,9841
4,PANEL_2X2,ask_volume_3,9841
4,PANEL_2X4,bid_price_3,9822
4,PANEL_2X4,bid_volume_3,9822
4,PANEL_2X4,ask_price_3,9828
4,PANEL_2X4,ask_volume_3,9828
4,PANEL_4X4,bid_price_2,201
4,PANEL_4X4,bid_volume_2,201
4,PANEL_4X4,bid_price_3,9825
4,PANEL_4X4,bid_volume_3,9825
4,PANEL_4X4,ask_price_2,217
4,PANEL_4X4,ask_volume_2,217
4,PANEL_4X4,ask_price_3,9831
4,PANEL_4X4,ask_volume_3,9831
4,PEBBLES_L,bid_price_3,9864
4,PEBBLES_L,bid_volume_3,9864
4,PEBBLES_L,ask_price_3,9848
4,PEBBLES_L,ask_volume_3,9848
4,PEBBLES_M,bid_price_3,9864
4,PEBBLES_M,bid_volume_3,9864
4,PEBBLES_M,ask_price_3,9848
4,PEBBLES_M,ask_volume_3,9848
4,PEBBLES_S,bid_price_3,9864
4,PEBBLES_S,bid_volume_3,9864
4,PEBBLES_S,ask_price_3,9848
4,PEBBLES_S,ask_volume_3,9848
4,PEBBLES_XL,bid_price_3,9864
4,PEBBLES_XL,bid_volume_3,9864
4,PEBBLES_XL,ask_price_3,9848
4,PEBBLES_XL,ask_volume_3,9848
4,PEBBLES_XS,bid_price_2,950
4,PEBBLES_XS,bid_volume_2,950
4,PEBBLES_XS,bid_price_3,9885
4,PEBBLES_XS,bid_volume_3,9885
4,PEBBLES_XS,ask_price_2,962
4,PEBBLES_XS,ask_volume_2,962
4,PEBBLES_XS,ask_price_3,9863
4,PEBBLES_XS,ask_volume_3,9863
4,ROBOT_DISHES,bid_price_2,198
4,ROBOT_DISHES,bid_volume_2,198
4,ROBOT_DISHES,bid_price_3,9824
4,ROBOT_DISHES,bid_volume_3,9824
4,ROBOT_DISHES,ask_price_2,200
4,ROBOT_DISHES,ask_volume_2,200
4,ROBOT_DISHES,ask_price_3,9831
4,ROBOT_DISHES,ask_volume_3,9831
4,ROBOT_IRONING,bid_price_2,91
4,ROBOT_IRONING,bid_volume_2,91
4,ROBOT_IRONING,bid_price_3,9822
4,ROBOT_IRONING,bid_volume_3,9822
4,ROBOT_IRONING,ask_price_2,90
4,ROBOT_IRONING,ask_volume_2,90
4,ROBOT_IRONING,ask_price_3,9829
4,ROBOT_IRONING,ask_volume_3,9829
4,ROBOT_LAUNDRY,bid_price_2,2724
4,ROBOT_LAUNDRY,bid_volume_2,2724
4,ROBOT_LAUNDRY,bid_price_3,9872
4,ROBOT_LAUNDRY,bid_volume_3,9872
4,ROBOT_LAUNDRY,ask_price_2,2730
4,ROBOT_LAUNDRY,ask_volume_2,2730
4,ROBOT_LAUNDRY,ask_price_3,9866
4,ROBOT_LAUNDRY,ask_volume_3,9866
4,ROBOT_MOPPING,bid_price_2,590
4,ROBOT_MOPPING,bid_volume_2,590
4,ROBOT_MOPPING,bid_price_3,9832
4,ROBOT_MOPPING,bid_volume_3,9832
4,ROBOT_MOPPING,ask_price_2,602
4,ROBOT_MOPPING,ask_volume_2,602
4,ROBOT_MOPPING,ask_price_3,9840
4,ROBOT_MOPPING,ask_volume_3,9840
4,ROBOT_VACUUMING,bid_price_2,3057
4,ROBOT_VACUUMING,bid_volume_2,3057
4,ROBOT_VACUUMING,bid_price_3,9878
4,ROBOT_VACUUMING,bid_volume_3,9878
4,ROBOT_VACUUMING,ask_price_2,2973
4,ROBOT_VACUUMING,ask_volume_2,2973
4,ROBOT_VACUUMING,ask_price_3,9883
4,ROBOT_VACUUMING,ask_volume_3,9883
4,SLEEP_POD_COTTON,bid_price_3,9822
4,SLEEP_POD_COTTON,bid_volume_3,9822
4,SLEEP_POD_COTTON,ask_price_3,9828
4,SLEEP_POD_COTTON,ask_volume_3,9828
4,SLEEP_POD_LAMB_WOOL,bid_price_3,9822
4,SLEEP_POD_LAMB_WOOL,bid_volume_3,9822
4,SLEEP_POD_LAMB_WOOL,ask_price_3,9828
4,SLEEP_POD_LAMB_WOOL,ask_volume_3,9828
4,SLEEP_POD_NYLON,bid_price_2,64
4,SLEEP_POD_NYLON,bid_volume_2,64
4,SLEEP_POD_NYLON,bid_price_3,9822
4,SLEEP_POD_NYLON,bid_volume_3,9822
4,SLEEP_POD_NYLON,ask_price_2,55
4,SLEEP_POD_NYLON,ask_volume_2,55
4,SLEEP_POD_NYLON,ask_price_3,9828
4,SLEEP_POD_NYLON,ask_volume_3,9828
4,SLEEP_POD_POLYESTER,bid_price_3,9822
4,SLEEP_POD_POLYESTER,bid_volume_3,9822
4,SLEEP_POD_POLYESTER,ask_price_3,9828
4,SLEEP_POD_POLYESTER,ask_volume_3,9828
4,SLEEP_POD_SUEDE,bid_price_3,9822
4,SLEEP_POD_SUEDE,bid_volume_3,9822
4,SLEEP_POD_SUEDE,ask_price_3,9828
4,SLEEP_POD_SUEDE,ask_volume_3,9828
4,SNACKPACK_CHOCOLATE,bid_price_3,9822
4,SNACKPACK_CHOCOLATE,bid_volume_3,9822
4,SNACKPACK_CHOCOLATE,ask_price_3,9828
4,SNACKPACK_CHOCOLATE,ask_volume_3,9828
4,SNACKPACK_PISTACHIO,bid_price_3,9822
4,SNACKPACK_PISTACHIO,bid_volume_3,9822
4,SNACKPACK_PISTACHIO,ask_price_3,9828
4,SNACKPACK_PISTACHIO,ask_volume_3,9828
4,SNACKPACK_RASPBERRY,bid_price_3,9822
4,SNACKPACK_RASPBERRY,bid_volume_3,9822
4,SNACKPACK_RASPBERRY,ask_price_3,9828
4,SNACKPACK_RASPBERRY,ask_volume_3,9828
4,SNACKPACK_STRAWBERRY,bid_price_3,9822
4,SNACKPACK_STRAWBERRY,bid_volume_3,9822
4,SNACKPACK_STRAWBERRY,ask_price_3,9828
4,SNACKPACK_STRAWBERRY,ask_volume_3,9828
4,SNACKPACK_VANILLA,bid_price_3,9822
4,SNACKPACK_VANILLA,bid_volume_3,9822
4,SNACKPACK_VANILLA,ask_price_3,9828
4,SNACKPACK_VANILLA,ask_volume_3,9828
4,TRANSLATOR_ASTRO_BLACK,bid_price_2,822
4,TRANSLATOR_ASTRO_BLACK,bid_volume_2,822
4,TRANSLATOR_ASTRO_BLACK,bid_price_3,9835
4,TRANSLATOR_ASTRO_BLACK,bid_volume_3,9835
4,TRANSLATOR_ASTRO_BLACK,ask_price_2,864
4,TRANSLATOR_ASTRO_BLACK,ask_volume_2,864
4,TRANSLATOR_ASTRO_BLACK,ask_price_3,9843
4,TRANSLATOR_ASTRO_BLACK,ask_volume_3,9843
4,TRANSLATOR_ECLIPSE_CHARCOAL,bid_price_2,227
4,TRANSLATOR_ECLIPSE_CHARCOAL,bid_volume_2,227
4,TRANSLATOR_ECLIPSE_CHARCOAL,bid_price_3,9828
4,TRANSLATOR_ECLIPSE_CHARCOAL,bid_volume_3,9828
4,TRANSLATOR_ECLIPSE_CHARCOAL,ask_price_2,227
4,TRANSLATOR_ECLIPSE_CHARCOAL,ask_volume_2,227
4,TRANSLATOR_ECLIPSE_CHARCOAL,ask_price_3,9831
4,TRANSLATOR_ECLIPSE_CHARCOAL,ask_volume_3,9831
4,TRANSLATOR_GRAPHITE_MIST,bid_price_2,18
4,TRANSLATOR_GRAPHITE_MIST,bid_volume_2,18
4,TRANSLATOR_GRAPHITE_MIST,bid_price_3,9822
4,TRANSLATOR_GRAPHITE_MIST,bid_volume_3,9822
4,TRANSLATOR_GRAPHITE_MIST,ask_price_2,12
4,TRANSLATOR_GRAPHITE_MIST,ask_volume_2,12
4,TRANSLATOR_GRAPHITE_MIST,ask_price_3,9828
4,TRANSLATOR_GRAPHITE_MIST,ask_volume_3,9828
4,TRANSLATOR_SPACE_GRAY,bid_price_2,1039
4,TRANSLATOR_SPACE_GRAY,bid_volume_2,1039
4,TRANSLATOR_SPACE_GRAY,bid_price_3,9840
4,TRANSLATOR_SPACE_GRAY,bid_volume_3,9840
4,TRANSLATOR_SPACE_GRAY,ask_price_2,1039
4,TRANSLATOR_SPACE_GRAY,ask_volume_2,1039
4,TRANSLATOR_SPACE_GRAY,ask_price_3,9841
4,TRANSLATOR_SPACE_GRAY,ask_volume_3,9841
4,TRANSLATOR_VOID_BLUE,bid_price_3,9822
4,TRANSLATOR_VOID_BLUE,bid_volume_3,9822
4,TRANSLATOR_VOID_BLUE,ask_price_3,9828
4,TRANSLATOR_VOID_BLUE,ask_volume_3,9828
4,UV_VISOR_AMBER,bid_price_2,12
4,UV_VISOR_AMBER,bid_volume_2,12
4,UV_VISOR_AMBER,bid_price_3,9823
4,UV_VISOR_AMBER,bid_volume_3,9823
4,UV_VISOR_AMBER,ask_price_2,14
4,UV_VISOR_AMBER,ask_volume_2,14
4,UV_VISOR_AMBER,ask_price_3,9829
4,UV_VISOR_AMBER,ask_volume_3,9829
4,UV_VISOR_MAGENTA,bid_price_3,9822
4,UV_VISOR_MAGENTA,bid_volume_3,9822
4,UV_VISOR_MAGENTA,ask_price_3,9828
4,UV_VISOR_MAGENTA,ask_volume_3,9828
4,UV_VISOR_ORANGE,bid_price_3,9822
4,UV_VISOR_ORANGE,bid_volume_3,9822
4,UV_VISOR_ORANGE,ask_price_3,9828
4,UV_VISOR_ORANGE,ask_volume_3,9828
4,UV_VISOR_RED,bid_price_3,9822
4,UV_VISOR_RED,bid_volume_3,9822
4,UV_VISOR_RED,ask_price_3,9828
4,UV_VISOR_RED,ask_volume_3,9828
4,UV_VISOR_YELLOW,bid_price_3,9822
4,UV_VISOR_YELLOW,bid_volume_3,9822
4,UV_VISOR_YELLOW,ask_price_3,9828
4,UV_VISOR_YELLOW,ask_volume_3,9828
