i,j,lag,group_i,group_j,slope,intercept,adf_p,ou_hl,fA_sharpe,fA_pnl,fB_sharpe,fB_pnl,min_fold_sharpe
ROBOT_DISHES,PEBBLES_XL,100,robot,pebbles,0.2517005992633438,6691.9791777309365,0.009991156451550956,401.0280637296907,1.2189623696107328,782.9860677279594,0.5152944086028779,1282.6324085767756,0.5152944086028779
PANEL_2X4,PEBBLES_S,1,panel,pebbles,-0.624170797571384,16840.749405625695,0.000824973362846105,787.2364953113146,1.3993422707217669,1348.9775067510636,1.5473934075307247,973.8216166944876,1.3993422707217669
PANEL_2X4,PEBBLES_S,5,panel,pebbles,-0.6240537370367631,16839.944282279965,0.0007915596674364999,773.5519388487066,1.40728230058391,1352.8641646203505,1.4450296801020734,935.4045207295658,1.40728230058391
PANEL_2X4,PEBBLES_S,20,panel,pebbles,-0.6236562146290572,16837.28630631082,0.004109908870763749,784.28742101314,1.4317285202900099,1372.586058184741,1.9079718356317756,1375.1130457341733,1.4317285202900099
PANEL_2X4,PEBBLES_S,100,panel,pebbles,-0.623036339105657,16836.65554768176,0.0041516323281432016,759.4205540959102,0.9402477953619012,883.3324145267434,1.9666644504401471,1359.2276662021068,0.9402477953619012
OXYGEN_SHAKE_MORNING_BREATH,PEBBLES_M,1,oxygen_shake,pebbles,-0.813961727499422,18354.328611592795,0.0008848889489591234,615.8888053680149,0.9306974719056399,1087.0423417524125,2.672747830585467,2197.1167585604,0.9306974719056399
OXYGEN_SHAKE_MORNING_BREATH,PEBBLES_M,5,oxygen_shake,pebbles,-0.8138433428288929,18353.06299334476,0.0009700760555464034,609.5911099936873,0.9400211829730883,1094.7466101778718,2.3140751896549214,1822.9866928381944,0.9400211829730883
OXYGEN_SHAKE_MORNING_BREATH,PEBBLES_M,20,oxygen_shake,pebbles,-0.8133370455047219,18347.658580190815,0.0011838109854168163,622.6528014060295,0.9526753792682103,1094.1480015854304,2.5113653275669243,2240.025657349197,0.9526753792682103
OXYGEN_SHAKE_MORNING_BREATH,PEBBLES_M,100,oxygen_shake,pebbles,-0.8108942433400526,18321.206456773343,0.0025183227568288426,634.8808654068215,1.6887158498036772,1795.7104142825265,2.840947574134611,2290.836783889643,1.6887158498036772
PEBBLES_M,OXYGEN_SHAKE_MORNING_BREATH,1,pebbles,oxygen_shake,-0.9036874531311152,19300.54973077501,0.00040680478424136806,554.5727947989164,2.077121035777911,2652.6805078739726,1.8650520530485537,2507.030867091047,1.8650520530485537
PEBBLES_M,OXYGEN_SHAKE_MORNING_BREATH,5,pebbles,oxygen_shake,-0.9038574030984422,19302.333841766544,0.0008275709083778488,551.9518004068559,2.1035719541787556,2697.7952927331353,2.23749993317554,2974.3585730206796,2.1035719541787556
PEBBLES_M,OXYGEN_SHAKE_MORNING_BREATH,20,pebbles,oxygen_shake,-0.9045190182030806,19309.287140806162,0.00046152473873244565,548.9504554163493,2.4186931168494614,3117.700043645371,1.8977921831873703,2523.549621909495,1.8977921831873703
PEBBLES_M,OXYGEN_SHAKE_MORNING_BREATH,100,pebbles,oxygen_shake,-0.9071032460880762,19337.10366530879,0.0002847209173172602,539.3480685039403,1.8218882283142792,2345.494772349977,2.291384745254563,2914.220832891797,1.8218882283142792
SNACKPACK_PISTACHIO,MICROCHIP_OVAL,1,snackpack,microchip,0.09071515161209792,8753.805527706438,0.0010048639429369607,667.0884516176451,1.1811058884827967,338.76096972557025,1.6997865469219264,541.7720969245711,1.1811058884827967
SNACKPACK_PISTACHIO,MICROCHIP_OVAL,5,snackpack,microchip,0.09069599200295243,8753.86307704348,0.001026179480834249,671.283799195274,1.1934300197479304,338.3948777608257,1.6786668338242394,541.0171320545032,1.1934300197479304
SNACKPACK_PISTACHIO,MICROCHIP_OVAL,20,snackpack,microchip,0.09062696346408813,8754.06368970703,0.001020793275337678,665.3075292332904,1.204696016721598,341.9068979431486,1.6606154782936828,532.6238219215466,1.204696016721598
SNACKPACK_PISTACHIO,MICROCHIP_OVAL,100,snackpack,microchip,0.09019858740502304,8755.64300116407,0.0010721690204817725,661.8377035084605,0.6189392646970244,169.67828334310434,1.076004908644868,362.0356842844576,0.6189392646970244
PEBBLES_S,PANEL_2X4,1,pebbles,panel,-1.1018141700156674,21344.628762462107,0.005990711597288061,795.0683945616242,1.0780292235599387,1076.5622210326273,1.4350304439155388,2108.232704037193,1.0780292235599387
PEBBLES_S,PANEL_2X4,5,pebbles,panel,-1.1018323889513897,21344.52984781118,0.0011418594369423216,789.4524920617886,1.0363568656630402,1052.0626370793725,1.4193582078787823,2126.0129203939578,1.0363568656630402
PEBBLES_S,PANEL_2X4,20,pebbles,panel,-1.1017757013394047,21342.744533337962,0.0007970238193828911,795.7067280285838,1.2070494885327039,1114.5223367728631,1.4405434518656588,2147.7187386070073,1.2070494885327039
PEBBLES_S,PANEL_2X4,100,pebbles,panel,-1.1002206590772288,21318.898591715264,0.0051287098294639935,796.5826732213334,1.9373466109214383,2204.5752033073186,1.7263772791452907,2679.7487034990463,1.7263772791452907
SNACKPACK_PISTACHIO,MICROCHIP_RECTANGLE,1,snackpack,microchip,0.17881786876651468,7934.311153016741,0.01019486643786285,778.7278202618261,2.498231937592195,755.7139317899346,-0.31664725594181803,-114.93653568510672,-0.31664725594181803
SNACKPACK_PISTACHIO,MICROCHIP_RECTANGLE,5,snackpack,microchip,0.17879506188486557,7934.444887848332,0.008813728981999022,788.9524428695902,2.569556782383752,770.0128591433167,-0.3451524765731062,-124.31244948888161,-0.3451524765731062
SNACKPACK_PISTACHIO,MICROCHIP_RECTANGLE,20,snackpack,microchip,0.17876171457277287,7934.499894127381,0.010972221709350555,783.1538335202032,2.735578827106353,760.4270609789473,-0.33644680607236827,-122.57394993359958,-0.33644680607236827
SNACKPACK_PISTACHIO,MICROCHIP_RECTANGLE,100,snackpack,microchip,0.1784725533014731,7935.775638566047,0.007875953286433878,746.2810464056374,2.766240893769739,915.5013842537792,-0.3060613813438519,-108.72658687427975,-0.3060613813438519
GALAXY_SOUNDS_SOLAR_WINDS,PANEL_1X4,1,galaxy_sounds,panel,-0.5376632969240946,15490.29577772381,0.01572925156353924,940.7829274965037,1.8566577790596765,1304.299173735115,2.425757835734054,2028.7703596133215,1.8566577790596765
GALAXY_SOUNDS_SOLAR_WINDS,PANEL_1X4,5,galaxy_sounds,panel,-0.5377188512714576,15490.885614818253,0.01299755930609018,928.3479891785547,1.7967503394598172,1278.419480055456,2.001163460901115,1711.0280639177981,1.7967503394598172
GALAXY_SOUNDS_SOLAR_WINDS,PANEL_1X4,20,galaxy_sounds,panel,-0.5379408297010201,15493.192458673155,0.013922633311175889,937.0807142886117,1.9421600496476135,1351.977184064397,1.9797499254374924,1678.522982095279,1.9421600496476135
GALAXY_SOUNDS_SOLAR_WINDS,PANEL_1X4,100,galaxy_sounds,panel,-0.5393360567523138,15507.580615623154,0.01562746322375906,922.2975645092606,1.907171133482683,1332.5043207924555,2.573735227289337,2044.7735342953565,1.907171133482683
SNACKPACK_VANILLA,PANEL_1X2,1,snackpack,panel,0.1460910242046984,8793.778855168383,0.0038089084003811186,736.7442432548012,1.3621140342363214,575.4292934055993,1.8080347234311263,775.4694337406636,1.3621140342363214
SNACKPACK_VANILLA,PANEL_1X2,5,snackpack,panel,0.14617393948537333,8793.067253636478,0.0032527634466906464,737.2325355605071,1.3623184877664996,578.4004070240553,1.8098853183779666,779.702235517223,1.3623184877664996
SNACKPACK_VANILLA,PANEL_1X2,20,snackpack,panel,0.14651952843398516,8790.086340762948,0.00414640984531478,743.1143334187144,1.4046314008755427,595.0453338705429,1.7724720819364361,762.6149433018654,1.4046314008755427
SNACKPACK_VANILLA,PANEL_1X2,100,snackpack,panel,0.14762973795971995,8780.630463694833,0.004034386377094775,741.3196564298761,1.3997062763702603,590.7868748296842,1.800253481643382,767.1349535619538,1.3997062763702603
SNACKPACK_PISTACHIO,PEBBLES_XS,1,snackpack,pebbles,0.09922459214509827,8761.100229781694,0.0025655804235124036,676.3614338417977,2.339394815731056,736.7483376131859,1.3685524193192333,484.8784404531143,1.3685524193192333
SNACKPACK_PISTACHIO,PEBBLES_XS,5,snackpack,pebbles,0.09919170040796434,8761.259267734029,0.007393568513363087,677.7271308166862,2.298131551859916,736.1025810692136,1.000595229792087,344.06286609114613,1.000595229792087
SNACKPACK_PISTACHIO,PEBBLES_XS,20,snackpack,pebbles,0.09907088841720298,8761.845169065487,0.004862233047547192,680.5046642263748,2.2849958404410455,738.0328280291269,1.3636868471969394,479.15664087933874,1.3636868471969394
SNACKPACK_PISTACHIO,PEBBLES_XS,100,snackpack,pebbles,0.09825494017390204,8766.249843462334,0.0025206622712394128,671.8681798275912,2.3148052761314255,728.262510424358,1.3455868281248655,471.1249972127007,1.3455868281248655
MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,1,microchip,microchip,-2.1471945474070098,32345.111455245256,0.006497995997474808,824.6422110709542,2.3447895183754826,5364.944233640366,1.1026651620448287,2680.8513380329896,1.1026651620448287
MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,5,microchip,microchip,-2.1466632940752137,32340.93566037577,0.008945988980564281,827.7694379694323,2.3701505984072266,5311.420724160525,1.0861975550610703,2687.797141728741,1.0861975550610703
MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,20,microchip,microchip,-2.144707676224441,32325.564343998285,0.00553880959304103,825.415717898438,1.4729691048081979,3374.3770101102964,1.0844922241320445,2610.646232467003,1.0844922241320445
MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,100,microchip,microchip,-2.13495898775312,32249.469660471812,0.009197938398942195,815.8565255414815,1.4846686375366862,3447.994722479445,1.0886667487403718,2616.720814545164,1.0886667487403718
MICROCHIP_RECTANGLE,MICROCHIP_SQUARE,1,microchip,microchip,-0.3624981763220078,13660.468100655467,0.0046232325848938735,760.273068077821,2.7926980822447325,2674.9629370263983,1.0828471311236354,1195.3176567050423,1.0828471311236354
MICROCHIP_RECTANGLE,MICROCHIP_SQUARE,5,microchip,microchip,-0.3624049574292403,13659.029913152972,0.004626774612718122,756.8175497604616,2.788926743724359,2676.079896621679,1.0652461418148111,1171.0166438615543,1.0652461418148111
MICROCHIP_RECTANGLE,MICROCHIP_SQUARE,20,microchip,microchip,-0.36204410850193713,13653.480339734984,0.0026125316397299352,756.1577355383662,2.4079128907344995,2281.8687753932745,1.1035531257896194,1211.203797158666,1.1035531257896194
MICROCHIP_RECTANGLE,MICROCHIP_SQUARE,100,microchip,microchip,-0.3601647259711622,13624.64392144754,0.003960944665674587,764.2886918816024,1.6831187093608122,1507.0050440875993,1.0576677719134835,1160.4322323383567,1.0576677719134835
MICROCHIP_CIRCLE,OXYGEN_SHAKE_CHOCOLATE,1,microchip,oxygen_shake,0.7881501389699975,1682.6338954266732,0.005912090524180773,747.771733819542,0.8025295548453409,603.3446385495736,1.502582672463372,1396.0051491953782,0.8025295548453409
MICROCHIP_CIRCLE,OXYGEN_SHAKE_CHOCOLATE,5,microchip,oxygen_shake,0.7885667589069544,1678.6708134586934,0.004585253251490808,760.1783417912841,0.8392858687454692,615.3053897440368,1.5165281676769833,1409.3754174161222,0.8392858687454692
MICROCHIP_CIRCLE,OXYGEN_SHAKE_CHOCOLATE,20,microchip,oxygen_shake,0.7901625693229987,1663.4791606526774,0.005884347256950849,750.6967913839893,0.7619855453487306,566.2147977816658,1.844752268990478,1792.6160071184077,0.7619855453487306
MICROCHIP_CIRCLE,OXYGEN_SHAKE_CHOCOLATE,100,microchip,oxygen_shake,0.7981102802401778,1587.8057425343873,0.007245989362948163,703.6106746882689,0.72736968969988,533.322986931662,1.8023855715209183,1700.2998448527305,0.72736968969988
OXYGEN_SHAKE_CHOCOLATE,MICROCHIP_CIRCLE,1,oxygen_shake,microchip,0.8733379461142863,1509.1895416680659,0.005603086272509564,733.4788084725939,0.24200496528577917,171.9810932290875,1.2194041733497762,1497.9403995146567,0.24200496528577917
OXYGEN_SHAKE_CHOCOLATE,MICROCHIP_CIRCLE,5,oxygen_shake,microchip,0.8731539345451617,1510.9581898286485,0.007108462491943704,742.5304406105241,0.21322913310707062,154.47440379629916,1.200165614456869,1473.360464442987,0.21322913310707062
OXYGEN_SHAKE_CHOCOLATE,MICROCHIP_CIRCLE,20,oxygen_shake,microchip,0.8724226792033438,1517.970135789346,0.0074665363245519836,741.9974258167282,0.6833681182845156,490.7061851946273,1.2566292654923337,1513.9787346113208,0.6833681182845156
OXYGEN_SHAKE_CHOCOLATE,MICROCHIP_CIRCLE,100,oxygen_shake,microchip,0.8690837811006891,1550.4038114444659,0.013566317240485489,782.8343438070243,0.9739912179438925,774.1376274678805,1.246904341211955,1530.5815741452789,0.9739912179438925
SNACKPACK_CHOCOLATE,TRANSLATOR_VOID_BLUE,1,snackpack,translator,-0.19956028131191922,12010.302882667438,0.007771664269465489,779.7111632327708,0.5798023448754513,308.97387273959794,1.9193816114706337,935.996446248957,0.5798023448754513
SNACKPACK_CHOCOLATE,TRANSLATOR_VOID_BLUE,5,snackpack,translator,-0.19961553758894132,12010.862454709453,0.006622773520987152,778.7946688027814,0.5998622298007836,318.4424830964217,1.386083378554457,738.4996950838395,0.5998622298007836
SNACKPACK_CHOCOLATE,TRANSLATOR_VOID_BLUE,20,snackpack,translator,-0.19981218306039286,12012.8502302687,0.006799282972525479,775.9526503051785,0.600489638076212,321.53850247262017,1.4665909025599488,728.8091091215701,0.600489638076212
SNACKPACK_CHOCOLATE,TRANSLATOR_VOID_BLUE,100,snackpack,translator,-0.19963706672401563,12010.317888938269,0.007647147376469697,783.797493609633,0.3012755135638131,162.7504477253624,1.3214537320581248,706.5336069754267,0.3012755135638131
UV_VISOR_AMBER,SNACKPACK_STRAWBERRY,1,uv_visor,snackpack,-2.450106587117227,34143.94273172769,0.0007982285398981169,602.6107554293357,1.6655958301298255,2878.322148836345,2.4103239481499963,3576.8126572619003,1.6655958301298255
UV_VISOR_AMBER,SNACKPACK_STRAWBERRY,5,uv_visor,snackpack,-2.4491955648629253,34133.843718037206,0.0008350560448555165,602.366399216538,1.6847965077090927,2918.697888504521,2.0309829256445826,2981.371681851815,1.6847965077090927
UV_VISOR_AMBER,SNACKPACK_STRAWBERRY,20,uv_visor,snackpack,-2.445794297399974,34096.17794022894,0.0008931402692966343,608.7698375805129,1.678959159010807,2885.886339158671,1.8957493410152189,2801.9213951621678,1.678959159010807
UV_VISOR_AMBER,SNACKPACK_STRAWBERRY,100,uv_visor,snackpack,-2.4305786726880605,33927.276302152575,0.0013479252773879152,628.6200934918518,1.9168048573654297,3371.053532517257,1.8442064614951816,2659.0989165345127,1.8442064614951816
SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,1,snackpack,uv_visor,-0.32588973025829376,13284.981103042262,0.00020443006431724412,506.4957754040816,1.6813357184370417,818.211792476568,1.6733030174527759,837.0258246500034,1.6733030174527759
SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,5,snackpack,uv_visor,-0.3258280537962662,13284.622127262548,0.0002606614187184986,502.4966673746636,1.673867224361393,824.1953845726821,1.6591972380461146,835.1522174055681,1.6591972380461146
SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,20,snackpack,uv_visor,-0.32558077040528716,13283.150763786382,0.0002126795620130382,503.36208410786935,1.7124418698359598,842.1162212624877,1.73359126250164,861.2676918378875,1.7124418698359598
SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,100,snackpack,uv_visor,-0.32401285573374444,13273.34168277188,0.00018235520790096946,497.56936776828815,2.044604444862669,1040.3741735524072,1.7441505452623376,862.5296602564595,1.7441505452623376
OXYGEN_SHAKE_GARLIC,SNACKPACK_PISTACHIO,1,oxygen_shake,snackpack,-3.8463411145522683,48450.007917424075,0.028491072502729416,997.6790486606708,1.8118528888485999,3083.804740248139,0.6574324291046167,1351.8802809294866,0.6574324291046167
OXYGEN_SHAKE_GARLIC,SNACKPACK_PISTACHIO,5,oxygen_shake,snackpack,-3.845779558051212,48445.127041579435,0.01929471481982249,988.7695957682755,1.686687808797217,2995.032576808604,0.6686711865645477,1374.552143669709,0.6686711865645477
OXYGEN_SHAKE_GARLIC,SNACKPACK_PISTACHIO,20,oxygen_shake,snackpack,-3.8439760093153987,48429.765944582134,0.026638776489670262,986.8520172323673,1.7768508928231033,3037.52654767027,0.6800450153057523,1330.1518782599524,0.6800450153057523
OXYGEN_SHAKE_GARLIC,SNACKPACK_PISTACHIO,100,oxygen_shake,snackpack,-3.829667172625512,48303.65906518128,0.01744674767308429,987.237361521461,2.2128492958372794,3612.1855377406973,0.5776547343635043,1110.8223005395557,0.5776547343635043
SNACKPACK_PISTACHIO,OXYGEN_SHAKE_GARLIC,1,snackpack,oxygen_shake,-0.1487624807481059,11269.905145842196,0.0012887280020290248,656.9130418696723,1.1999619770241938,545.8246168812238,2.2817513538414445,738.4682569774686,1.1999619770241938
SNACKPACK_PISTACHIO,OXYGEN_SHAKE_GARLIC,5,snackpack,oxygen_shake,-0.14869880487970055,11269.04018668241,0.0013367448358358094,657.3644958765838,1.1486607307750487,522.5426829526223,2.3136001527956527,743.200682147608,1.1486607307750487
SNACKPACK_PISTACHIO,OXYGEN_SHAKE_GARLIC,20,snackpack,oxygen_shake,-0.14845891032493833,11265.790003553157,0.0014157725506965331,656.1801543265757,1.1790422945664856,533.2124204839292,2.337980263916206,754.2852796782936,1.1790422945664856
SNACKPACK_PISTACHIO,OXYGEN_SHAKE_GARLIC,100,snackpack,oxygen_shake,-0.14704865189319102,11246.923572730424,0.0014506081357217675,656.7552679758955,1.425555225052941,650.4594197787264,3.2509860346246553,1030.1064684306184,1.425555225052941
PANEL_2X4,OXYGEN_SHAKE_GARLIC,1,panel,oxygen_shake,0.5544637923840529,4653.115945040127,0.010616241392101817,909.3921697940795,1.3734500870105142,1330.8753595671606,2.9244481992850337,1395.8319861895052,1.3734500870105142
PANEL_2X4,OXYGEN_SHAKE_GARLIC,5,panel,oxygen_shake,0.5543780111137526,4654.452549226243,0.010925282036154556,905.1104152348526,1.3658067053554157,1325.4312557085777,2.912050225175086,1389.871578747472,1.3658067053554157
PANEL_2X4,OXYGEN_SHAKE_GARLIC,20,panel,oxygen_shake,0.5541264229945312,4658.623237600704,0.011091447009933713,911.5016651212261,1.384685204782377,1343.9463522918431,2.857470255578697,1389.3370236509218,1.384685204782377
PANEL_2X4,OXYGEN_SHAKE_GARLIC,100,panel,oxygen_shake,0.5528804744003539,4679.627400194718,0.014459270167014909,919.675346109636,0.9071816704905086,884.2605264107333,2.1460804637050095,930.8207157367233,0.9071816704905086
SNACKPACK_VANILLA,PANEL_2X4,1,snackpack,panel,0.1489969745294914,8418.804623162,0.0036557017661126502,705.2279005445478,1.7458509743413175,751.4370445026925,1.5279060927817816,582.8152246001846,1.5279060927817816
SNACKPACK_VANILLA,PANEL_2X4,5,snackpack,panel,0.1490704816817463,8418.012472433675,0.0033139405173702704,705.9308506919931,1.8405627354756287,743.9345861669626,1.5531579909682278,595.1674870726674,1.5531579909682278
SNACKPACK_VANILLA,PANEL_2X4,20,snackpack,panel,0.14940652642912336,8414.356524737537,0.003024014111863128,705.3392748712239,1.4114300400458972,553.5855346009212,1.5596231781043408,599.5499261866698,1.4114300400458972
SNACKPACK_VANILLA,PANEL_2X4,100,snackpack,panel,0.1512741548739461,8393.873014805138,0.0034357522623995637,694.1678298415003,1.5054443985196797,585.4243629225621,1.0817807256332725,390.62506347281305,1.0817807256332725
SNACKPACK_VANILLA,TRANSLATOR_VOID_BLUE,1,snackpack,translator,0.11247072895218783,8876.036021912552,0.017145696561792757,884.1907630809776,0.36983057079768655,189.15854714596026,1.7825298808987273,700.2290966841083,0.36983057079768655
SNACKPACK_VANILLA,TRANSLATOR_VOID_BLUE,5,snackpack,translator,0.11253301933297571,8875.383980536923,0.01426778832455277,885.9782997525715,0.35994629299726216,183.33475223176356,1.7752589320545706,693.8689761542009,0.35994629299726216
SNACKPACK_VANILLA,TRANSLATOR_VOID_BLUE,20,snackpack,translator,0.11276251154192547,8872.97861621133,0.015411918755313336,884.9196133487637,0.3739879216929971,190.65816011082097,1.7941748802301718,703.8237515235814,0.3739879216929971
SNACKPACK_VANILLA,TRANSLATOR_VOID_BLUE,100,snackpack,translator,0.11290714285647487,8871.724033490416,0.017147635185097775,893.2941227140889,0.3839109398027944,195.59492142888848,2.124627355061869,892.9191785714593,0.3839109398027944
SNACKPACK_STRAWBERRY,SLEEP_POD_POLYESTER,1,snackpack,sleep_pod,0.3254754528137944,6852.821516561052,0.0002673078458946162,525.6576370455957,1.251677107039389,649.4232417783369,2.857772068560991,1611.6260057211584,1.251677107039389
SNACKPACK_STRAWBERRY,SLEEP_POD_POLYESTER,5,snackpack,sleep_pod,0.32544378034048715,6853.2973690188455,0.00022622967865270022,527.345106910247,1.28038352681746,653.4792878187836,2.527326378526312,1390.8964452674409,1.28038352681746
SNACKPACK_STRAWBERRY,SLEEP_POD_POLYESTER,20,snackpack,sleep_pod,0.3253198362113076,6855.153570031603,0.000539601966832086,526.7850843606758,1.256025618517444,652.8002950400041,2.584056088870879,1346.1855050025606,1.256025618517444
SNACKPACK_STRAWBERRY,SLEEP_POD_POLYESTER,100,snackpack,sleep_pod,0.32424444203876845,6870.024333704087,0.0005224962867627326,510.18283854543347,1.5581646549741914,873.9752099575926,2.886482314284424,1571.1690323193452,1.5581646549741914
SLEEP_POD_POLYESTER,SNACKPACK_STRAWBERRY,1,sleep_pod,snackpack,2.3527089540184907,-13348.896096434937,0.002412427556274237,611.3298320500302,1.3475606708339858,1889.2292378585335,0.9742850166015964,1379.975562542655,0.9742850166015964
SLEEP_POD_POLYESTER,SNACKPACK_STRAWBERRY,5,sleep_pod,snackpack,2.351705130651962,-13337.841003399619,0.0009541250379098309,609.7303179379834,1.3177824805470917,1863.3615210769058,0.9883461563723916,1387.4114695795324,0.9883461563723916
SLEEP_POD_POLYESTER,SNACKPACK_STRAWBERRY,20,sleep_pod,snackpack,2.3479699380283714,-13296.739921940798,0.0018145946988008246,617.011287567716,1.1908253210971826,1753.0976029522535,0.9968024664062316,1403.1936940170526,0.9968024664062316
SLEEP_POD_POLYESTER,SNACKPACK_STRAWBERRY,100,sleep_pod,snackpack,2.321531567565331,-13007.664098057976,0.0016567547774376024,633.7748300328939,1.7217275384860182,2585.882736646541,0.8940355321602308,1251.918940539199,0.8940355321602308
SNACKPACK_PISTACHIO,TRANSLATOR_ASTRO_BLACK,1,snackpack,translator,0.2405173543480381,7238.5156458218835,0.0078015997860344174,856.7475689643805,1.3428863371865876,368.00254745862185,0.46673059482302576,214.34063529369996,0.46673059482302576
SNACKPACK_PISTACHIO,TRANSLATOR_ASTRO_BLACK,5,snackpack,translator,0.2405246960426322,7238.366656060256,0.007640822476856723,874.7032920555403,1.876427854559978,553.474490691553,0.4673693817249502,212.58955755427996,0.4673693817249502
SNACKPACK_PISTACHIO,TRANSLATOR_ASTRO_BLACK,20,snackpack,translator,0.24060550407802075,7237.3148976391685,0.008093350483579259,862.5077825063602,1.8736307151783052,559.1988440881178,0.4852195012100491,206.06347664087298,0.4852195012100491
SNACKPACK_PISTACHIO,TRANSLATOR_ASTRO_BLACK,100,snackpack,translator,0.24086548528332574,7233.30954024455,0.007252802434903431,844.1476282881829,1.3234263359046035,358.80067238023,0.8619427450913764,365.9188638554406,0.8619427450913764
SNACKPACK_PISTACHIO,PEBBLES_M,1,snackpack,pebbles,-0.19015861244113605,11447.468412586684,0.0004614420427018057,635.1824587111896,1.6339547272291648,631.5114415083481,-0.3759656485155655,-99.45331602884653,-0.3759656485155655
SNACKPACK_PISTACHIO,PEBBLES_M,5,snackpack,pebbles,-0.1901818422968624,11447.628163161433,0.0005014401355651162,633.6986544085208,1.6143091845757427,629.0034835196802,-0.32731441037366665,-87.57036567408431,-0.32731441037366665
SNACKPACK_PISTACHIO,PEBBLES_M,20,snackpack,pebbles,-0.19026531958348908,11448.190537805212,0.0024025614283082622,621.264159160362,1.5878695811542634,616.375913479762,-0.314295252064307,-83.86724577292625,-0.314295252064307
SNACKPACK_PISTACHIO,PEBBLES_M,100,snackpack,pebbles,-0.1906496915114933,11450.539452363251,0.0014749727725250651,605.6426086106565,1.064547993377361,431.03827793799974,-0.3044420635475277,-77.67971912628673,-0.3044420635475277
SNACKPACK_CHOCOLATE,PANEL_2X4,1,snackpack,panel,-0.21714885941544398,12289.621446654113,0.0011057476862813434,610.9922047426332,2.184882578053986,863.7959034489577,2.0419577228709658,926.0812184613351,2.0419577228709658
SNACKPACK_CHOCOLATE,PANEL_2X4,5,snackpack,panel,-0.21721280208106467,12290.287714606307,0.0011507867962546698,607.2089428105073,2.216055812678627,847.1375359965405,1.9449444371651798,890.7191892859264,1.9449444371651798
SNACKPACK_CHOCOLATE,PANEL_2X4,20,snackpack,panel,-0.21750294142830992,12293.357509223635,0.0008940435430020505,605.521781875436,2.2578090294405344,854.136033590954,1.9833089495989251,895.0101633563045,1.9833089495989251
SNACKPACK_CHOCOLATE,PANEL_2X4,100,snackpack,panel,-0.21931581081611792,12312.853098352913,0.0010827684165742992,591.7859850618498,2.2544192439712107,899.272695469228,1.9249809888237042,888.6076134479845,1.9249809888237042
