members,weights,min_eigval,spread_mean,spread_std,adf_p,ou_half_life,rel_std
"PEBBLES_XS,SLEEP_POD_POLYESTER,OXYGEN_SHAKE_MINT","-0.587,-1.000,-0.588",102609.85897629736,-21967.097125252127,416.15348402117917,0.02582656123925716,35.04269617758466,0.018944400420699774
"PEBBLES_XS,SLEEP_POD_POLYESTER,PANEL_2X2","-0.546,-1.000,-0.429",102319.58499675922,-19999.197046628433,389.3373405008595,0.024677003818172692,33.68816417846438,0.0194676486057472
"PEBBLES_XS,SLEEP_POD_POLYESTER,PANEL_2X4","-0.610,-0.357,-1.000",80802.90894544721,-20017.09271690932,348.00332686032624,0.004085691154487562,25.072987061909192,0.017385308235413854
"PEBBLES_XS,SLEEP_POD_POLYESTER,ROBOT_LAUNDRY","0.438,1.000,0.662",110325.62871193833,21585.25859421879,423.83647067703646,0.04234036396303609,38.705482822365376,0.019635459488567496
"PEBBLES_XS,SLEEP_POD_POLYESTER,SLEEP_POD_LAMB_WOOL","0.653,1.000,0.733",117395.41520144472,24518.621899824524,479.85169906984174,0.02334414268083249,35.66570188837423,0.019570908227647003
"PEBBLES_XS,SLEEP_POD_POLYESTER,SNACKPACK_CHOCOLATE","-0.086,0.000,1.000",24831.847838908914,9212.676612328005,158.08045862623143,0.0058751609038137104,26.57670747361445,0.017159015265411033
"PEBBLES_XS,SLEEP_POD_POLYESTER,SNACKPACK_PISTACHIO","-0.135,-0.059,1.000",13705.286751135009,7800.2382945118625,118.2743538930308,0.005668145269667963,20.748012938473913,0.015162915468396264
"PEBBLES_XS,SLEEP_POD_POLYESTER,SNACKPACK_RASPBERRY","0.115,0.180,1.000",23437.079066075403,13058.632336921173,156.46282334209062,0.0003553113944360284,15.939224426401786,0.011981562793503058
"PEBBLES_XS,SLEEP_POD_POLYESTER,SNACKPACK_STRAWBERRY","0.071,-0.238,1.000",26314.518804268326,8409.233667441786,167.0780443554028,0.00021526414215968054,17.281713444119635,0.019868403110533426
"PEBBLES_XS,SLEEP_POD_POLYESTER,SNACKPACK_VANILLA","0.071,0.043,1.000",27270.845474798,11130.837822208554,165.62396716924684,0.013933309831774812,30.53991894142964,0.014879739496229956
"SLEEP_POD_SUEDE,UV_VISOR_AMBER,GALAXY_SOUNDS_BLACK_HOLES","0.783,1.000,0.406",60170.411220351656,21494.25293469097,326.94953981142726,0.011927879314767036,30.055812775260744,0.015211021327647177
"SLEEP_POD_SUEDE,UV_VISOR_AMBER,GALAXY_SOUNDS_SOLAR_FLAMES","1.000,0.881,0.398",87171.70270407137,22786.301555458667,410.48554465120156,0.027656554250169125,39.11249157697457,0.018014575276823104
"SLEEP_POD_SUEDE,UV_VISOR_AMBER,GALAXY_SOUNDS_SOLAR_WINDS","-0.916,-1.000,-0.565",76075.89278110057,-24253.70383350206,405.0566174191555,0.021208130445681057,35.223625076148714,0.01670081486109531
"SLEEP_POD_SUEDE,UV_VISOR_AMBER,MICROCHIP_CIRCLE","1.000,0.912,0.448",74628.50204750778,22743.98173514598,389.2993876503981,0.006881780036094446,32.20314189423859,0.017116589002919343
"SLEEP_POD_SUEDE,UV_VISOR_AMBER,OXYGEN_SHAKE_CHOCOLATE","1.000,0.993,0.478",74496.82048901009,23815.50995279317,405.87894945684764,0.006475335150791792,31.949977732420198,0.017042631052678538
"SLEEP_POD_SUEDE,UV_VISOR_AMBER,OXYGEN_SHAKE_GARLIC","0.729,1.000,0.466",46948.37612806549,21778.73291449871,286.37961159425595,0.0068686031541442955,24.619813990585346,0.013149507490566868
"SLEEP_POD_SUEDE,UV_VISOR_AMBER,PANEL_1X2","1.000,0.841,0.340",80744.30311240062,21085.702339084684,383.43685783513473,0.008979271681276265,34.29064910047209,0.018184685132559802
"SLEEP_POD_SUEDE,UV_VISOR_AMBER,PANEL_2X4","0.696,1.000,0.737",63781.859960046095,24143.78772729828,359.38984353596226,0.015523856070610036,31.25078483280223,0.014885396094234896
"SLEEP_POD_SUEDE,UV_VISOR_AMBER,PEBBLES_XL","0.847,1.000,0.170",76232.49313193346,19825.05187365227,364.7726339894876,0.015060466147149692,32.42141907775415,0.018399580304466933
"SLEEP_POD_SUEDE,UV_VISOR_AMBER,ROBOT_DISHES","0.627,1.000,0.949",63351.3427914438,24557.081777543597,380.9035134526126,0.0022035410513510235,26.209567258508827,0.01551094372300102
"SLEEP_POD_SUEDE,UV_VISOR_AMBER,SLEEP_POD_COTTON","0.749,1.000,0.439",72136.88791215084,21510.966413802766,355.54654346704814,0.02421657293522251,34.84714066036491,0.0165286178513536
"SLEEP_POD_SUEDE,UV_VISOR_AMBER,SLEEP_POD_LAMB_WOOL","1.000,0.889,0.332",92613.02680829894,21983.452301171445,419.35846321672557,0.031011795293006857,41.96611863330276,0.01907609676003341
"SLEEP_POD_SUEDE,UV_VISOR_AMBER,SLEEP_POD_NYLON","1.000,0.983,0.549",72609.75160779922,24463.06473091165,405.51122131493884,0.009113885409740985,31.440697274851864,0.016576468475044865
"SLEEP_POD_SUEDE,UV_VISOR_AMBER,SLEEP_POD_POLYESTER","0.245,1.000,0.811",53784.28211053252,20308.15348823242,303.8322287867408,0.0023894594146520146,25.06642825338633,0.014961095747222746
"SLEEP_POD_SUEDE,UV_VISOR_AMBER,SNACKPACK_PISTACHIO","-0.022,-0.156,1.000",16352.511987776104,8006.280613617931,129.39264135747723,0.017023902764617564,29.201584085435773,0.016161392237163473
"SLEEP_POD_SUEDE,UV_VISOR_AMBER,SNACKPACK_STRAWBERRY","0.113,0.427,1.000",22443.89093672013,15367.737282552396,163.68101837748287,0.00035772432130374497,15.658873155134406,0.010650951104123601
"SLEEP_POD_SUEDE,UV_VISOR_AMBER,SNACKPACK_VANILLA","0.092,0.138,1.000",27045.687295808348,12243.00889616632,166.62622914735846,0.015067694099433468,30.88194276446004,0.013609908361622973
"SLEEP_POD_SUEDE,UV_VISOR_AMBER,TRANSLATOR_ASTRO_BLACK","-0.831,-0.332,-1.000",55156.05535334369,-21481.38264635361,314.97682365090503,0.004618215883694939,25.50935038380927,0.014662781667099592
"SLEEP_POD_SUEDE,UV_VISOR_AMBER,UV_VISOR_RED","-0.906,-1.000,-0.637",49620.132594486655,-25288.83210231898,332.2555896171822,0.0023256287186680957,23.096543358355873,0.013138431552428807
